"site_id","region","land_cover","ndvi","elevation_m","temp_c","shrub_cover_pct","soil_moisture","forage_quality","cover_quality","riparian_present","riparian_quality","riparian_width_m","canopy_present","canopy_quality","canopy_height_m","density"
"S0178","R13","Shrubland",0.0427934061333625,1055,9.3,46.8212228732116,35.6389908971342,"Poor","Excellent",FALSE,NA,NA,TRUE,"Fair",15,1.64
"S0179","R12","Cropland",0.36749687242825,815,18,31.5770537689135,33.7354626022329,"Fair","Fair",TRUE,"Fair",8,TRUE,"Poor",16,2.98
"S0180","R07","Woodland",0.823159968235317,951,20.2,38.6259074641055,33.1257102929408,"Good","Poor",FALSE,NA,NA,FALSE,NA,NA,9.86
"S0181","R13","Shrubland",0.529874549677851,624,17.9,43.9239596533235,45.239101731784,"Poor","Poor",FALSE,NA,NA,FALSE,NA,NA,10.79
"S0182","R15","Shrubland",0.478738678839906,938,9.4,23.9413826020181,35.0445143416392,"Excellent","Fair",TRUE,"Poor",18,TRUE,"Poor",17,11.37
"S0183","R01","Shrubland",0.578645502279136,1197,16.7,24.0961225928812,34.3483700012814,"Poor","Poor",TRUE,"Excellent",3,TRUE,"Fair",8,6.71
"S0184","R25","Wetland",0.584218646117907,1182,11,44.3514538990346,11.8696410009645,"Fair","Excellent",FALSE,NA,NA,TRUE,"Fair",3,4.21
"S0185","R26",NA,0.301866011747767,875,16.6,38.6660934684766,36.5841447149132,"Excellent","Good",TRUE,"Excellent",11,TRUE,"Excellent",20,4.37
"S0186","R04","Cropland",0.50113347234989,929,6.3,40.2840651148968,26.2201507173938,"Good","Fair",FALSE,NA,NA,TRUE,"Fair",18,4.79
"S0187","R35","Shrubland",0.60928761575006,621,19.9,67.7271985130253,24.4144147103003,"Fair","Good",FALSE,NA,NA,TRUE,"Good",23,38.47
"S0188","R16","Cropland",0.534975480736764,483,22.5,42.3704677521004,20.8686672962493,"Poor","Fair",FALSE,NA,NA,TRUE,"Excellent",11,9.14
"S0189","R39","Shrubland",0.462960461190356,1020,15.6,3.77444213310139,33.0717287103073,"Fair","Fair",FALSE,NA,NA,FALSE,NA,NA,1.7
"S0190","R37","Grassland",0.466982194089279,742,20.3,60.6181696436036,48.1682063722715,"Poor","Fair",FALSE,NA,NA,TRUE,"Good",14,19.65
"S0191","R09","Cropland",0.343609954592494,917,12,0,38.8250602295647,"Good","Fair",FALSE,NA,NA,TRUE,"Fair",9,1.69
"S0192","R21","Woodland",0.451302122335569,1028,14.2,37.6249289611298,28.2959469455659,"Good","Fair",TRUE,"Excellent",21,FALSE,NA,NA,5.43
"S0193","R06","Grassland",0.560120203397688,1191,18.2,40.8899149947599,37.0062867540568,"Excellent","Fair",FALSE,NA,NA,FALSE,NA,NA,6.8
"S0194","R18","Wetland",0.399340356267466,1158,15.2,30.4665618749949,33.0229493036559,"Fair","Poor",TRUE,"Poor",11,TRUE,"Excellent",21,3.76
"S0195","R19","Shrubland",0.504312235781315,1092,9.9,16.1313925234201,33.4884475113017,"Good","Excellent",FALSE,NA,NA,TRUE,"Poor",18,3.32
"S0196","R24","Cropland",0.536942415130838,832,14.3,33.017812885763,17.1501566843013,"Poor","Fair",TRUE,"Excellent",1,TRUE,"Good",9,5.97
"S0197","R36","Woodland",0.642624346918251,1119,13.5,34.2731656679728,27.056344532448,"Fair","Poor",TRUE,"Poor",12,TRUE,"Poor",22,14.29
"S0198","R09","Cropland",0.259149913926843,727,13.2,29.8274296627462,NA,"Good","Poor",TRUE,"Poor",17,TRUE,"Fair",18,3.8
"S0199","R40","Woodland",0.519399675489572,720,18,27.7573739341093,50.5077025128059,"Good","Poor",FALSE,NA,NA,FALSE,NA,NA,10.91
"S0200","R02","Cropland",0.65045336484096,652,21,32.6234395978959,20.7740420008742,"Good","Good",FALSE,NA,NA,TRUE,"Fair",16,10.79
"S0201","R02",NA,0.549021899327352,908,15.9,6.87879052906758,31.8717661530926,"Fair","Good",FALSE,NA,NA,TRUE,"Fair",10,2.95
"S0202","R12","Cropland",0.220205515405546,1022,16.4,NA,29.4780368826379,"Poor","Fair",FALSE,NA,NA,FALSE,NA,NA,1.95
"S0203","R37","Grassland",0.485781723950138,1121,17.8,48.9737147743041,43.598095345347,"Fair","Fair",TRUE,"Excellent",12,FALSE,NA,NA,21.45
"S0204","R03","Cropland",0.692050263067468,1107,15,26.2190922929891,28.2794101072699,"Excellent","Good",FALSE,NA,NA,FALSE,NA,NA,3.08
"S0205","R21","Woodland",0.350860182020212,934,23.8,24.8261667756971,24.9134526635985,"Poor","Poor",FALSE,NA,NA,TRUE,"Fair",18,2.27
"S0206","R28","Shrubland",0.52273511335773,836,16.1,33.8004400074494,NA,"Fair","Good",FALSE,NA,NA,FALSE,NA,NA,5.68
"S0207","R12","Cropland",0.3915585985642,904,16.2,38.1589113374811,5.0998108827097,"Poor","Fair",TRUE,"Poor",13,TRUE,"Excellent",12,2.24
"S0208","R32","Wetland",0.656856151566254,1011,21.7,36.9245510279649,43.1217124543247,"Fair","Fair",TRUE,"Excellent",5,TRUE,"Fair",17,51.98
"S0209","R19","Shrubland",0.674210919095781,1123,6,15.3694204448472,43.9260666077624,"Good","Fair",FALSE,NA,NA,FALSE,NA,NA,7.8
"S0210","R30","Shrubland",0.544485330021964,769,16.8,48.8938255137277,NA,"Poor","Good",FALSE,NA,NA,FALSE,NA,NA,4.5
"S0211","R10","Shrubland",0.574937779603998,673,13.4,46.0397082346898,40.1079987375955,"Poor","Good",FALSE,NA,NA,TRUE,"Fair",7,14.35
"S0212","R25","Wetland",0.482540988464751,510,12.8,33.2167192710404,39.1612167743835,"Fair","Fair",TRUE,"Excellent",17,TRUE,"Fair",9,36.75
"S0213","R01","Shrubland",0.826901099549881,638,14.4,36.0587182552793,14.3889730057144,"Poor","Fair",FALSE,NA,NA,FALSE,NA,NA,17.42
"S0214","R23","Cropland",0.65341882194543,756,25,33.9834467316389,9.26359836770992,"Excellent","Excellent",TRUE,"Fair",15,FALSE,NA,NA,15.08
"S0215","R14","Wetland",0.301248683946567,787,16.7,39.2665154963301,35.3243717982199,"Fair","Fair",FALSE,NA,NA,FALSE,NA,NA,8.26
"S0216","R21","Woodland",0.29396104723372,950,13.6,32.2803742981796,15.320595945725,"Fair","Excellent",TRUE,"Poor",7,FALSE,NA,NA,1.81
"S0217","R16","Cropland",0.498131151393695,734,10.1,58.1305774566654,35.3033529002295,"Fair","Excellent",FALSE,NA,NA,TRUE,"Fair",10,8.02
"S0218","R26","Cropland",0.449581053960943,843,23.1,NA,20.8835379083522,"Fair","Good",FALSE,NA,NA,FALSE,NA,NA,1.33
"S0219","R26","Cropland",0.536301148578223,694,11.1,47.7489364846722,17.1866240784538,"Poor","Fair",TRUE,"Fair",15,FALSE,NA,NA,10.39
"S0220","R38","Grassland",0.436934729831099,677,16.6,44.8229452371023,43.3420168769697,"Good","Good",FALSE,NA,NA,TRUE,"Excellent",11,17.22
"S0221","R09","Cropland",0.416571462886133,833,18.1,24.2684172868726,32.5597935997567,"Poor","Fair",TRUE,"Good",14,TRUE,"Excellent",15,3.03
"S0222","R09","Cropland",0.645245680723844,622,17.9,18.7528970121455,25.6572360558931,"Good","Poor",FALSE,NA,NA,TRUE,"Good",20,8.59
"S0223","R22","Cropland",0.63756872397711,756,12.3,35.0654681607539,24.870509073038,"Good","Fair",FALSE,NA,NA,TRUE,"Poor",14,10.37
"S0224","R03","Cropland",0.605299823840241,1386,11.6,41.5969881467702,33.2123220896922,"Good","Excellent",FALSE,NA,NA,TRUE,"Poor",15,3.07
"S0225","R30","Shrubland",0.495994258760364,937,10.6,53.2092717731055,35.6910492492559,"Poor","Good",TRUE,"Fair",17,TRUE,"Poor",26,11.91
"S0226","R32","Wetland",0.625600170148056,776,16.3,31.4032260556288,NA,NA,"Excellent",TRUE,"Fair",10,TRUE,"Excellent",15,45.49
"S0227","R03","Cropland",0.266020377043375,890,16.1,47.1208743580419,35.0216929706217,"Excellent","Poor",FALSE,NA,NA,TRUE,"Fair",15,35.36
"S0228","R37","Grassland",0.295696016889185,1039,14.3,10.3048074891332,14.7552449133152,"Fair","Good",TRUE,"Fair",7,FALSE,NA,NA,0.68
"S0229","R24","Cropland",0.676275116346127,961,9.9,17.0632813295949,NA,"Poor","Good",FALSE,NA,NA,TRUE,"Poor",10,1.3
"S0230","R34","Grassland",0.432967897377895,858,8.9,24.3456133899571,21.89119153112,"Good","Good",TRUE,"Excellent",11,TRUE,"Poor",13,7.98
"S0231","R26","Cropland",0.543074968746524,614,19.6,30.4332587068265,45.9564820685173,"Fair","Good",FALSE,NA,NA,FALSE,NA,NA,16.89
"S0232","R34","Grassland",0.774231010696542,843,14.9,33.233194239289,35.9887264160063,"Excellent","Poor",FALSE,NA,NA,TRUE,"Excellent",14,15.46
"S0233","R33","Cropland",0.438310445892875,1130,15.5,23.642967104212,40.4692166958605,"Good","Poor",FALSE,NA,NA,TRUE,"Excellent",21,3.24
"S0234","R06","Grassland",0.343454480753002,920,18.5,41.6801344314468,30.3048920905194,"Good","Excellent",FALSE,NA,NA,FALSE,NA,NA,7.92
"S0235","R38","Grassland",0.0554507931317391,977,16.9,57.721570981163,39.4093448413582,"Good","Good",FALSE,NA,NA,TRUE,"Poor",14,3.91
"S0236","R01","Shrubland",0.472055488146148,914,11.2,22.2326040771689,19.6728259284865,"Good","Good",FALSE,NA,NA,TRUE,"Poor",14,3.98
"S0237","R03","Cropland",0.472254595923921,1019,10.3,26.1120017675095,31.0862520140401,"Fair","Fair",FALSE,NA,NA,TRUE,"Fair",15,1.72
"S0238","R39","Shrubland",0.643423678357756,1272,8.6,0.604968765500018,43.557217723221,"Fair","Good",FALSE,NA,NA,TRUE,"Excellent",19,4.89
"S0239","R30","Shrubland",0.420419847376976,1007,10.8,28.0095417084247,17.9654926878792,"Excellent","Fair",TRUE,"Excellent",20,TRUE,"Poor",18,5.27
"S0240","R08","Shrubland",0.454998797523798,603,15.5,45.7926511764606,NA,"Excellent","Poor",TRUE,"Poor",8,FALSE,NA,NA,27.54
"S0241","R14","Wetland",0.479724946237466,967,16.3,23.3329819260874,32.778927941337,"Fair","Good",FALSE,NA,NA,TRUE,"Poor",10,5.57
"S0242","R27","Shrubland",0.55135440737693,818,11,9.29963559165264,39.3213234572695,"Poor","Poor",FALSE,NA,NA,TRUE,"Excellent",2,3.06
"S0243","R39","Shrubland",0.595037888427471,921,21,11.3579215590617,27.5143542683175,"Poor","Excellent",FALSE,NA,NA,TRUE,"Excellent",14,5.39
"S0244","R20","Cropland",0.396909329455456,772,16.5,46.294100954758,35.9920356369251,"Excellent","Fair",TRUE,"Fair",15,FALSE,NA,NA,3.36
"S0245","R32","Wetland",0.542581594819571,1150,24.3,55.2879953163978,32.8038678014366,"Good","Poor",FALSE,NA,NA,TRUE,"Fair",18,10.62
"S0246","R31","Wetland",0.552831797865497,898,18.1,20.5824526255772,22.6459789162646,"Good","Excellent",FALSE,NA,NA,TRUE,"Poor",21,8.31
"S0247","R12","Cropland",0.510806539849241,1004,14.6,50.180285458837,23.2724148554902,"Good","Good",FALSE,NA,NA,FALSE,NA,NA,4.93
"S0248","R09","Cropland",0.711577654542304,812,18.9,22.6668837342725,30.9395125364774,"Good",NA,FALSE,NA,NA,TRUE,"Fair",12,3.18
"S0249","R25","Wetland",0.233349132339528,1392,16.5,18.3875096034198,36.3338935118388,"Poor","Fair",TRUE,"Good",13,TRUE,"Poor",16,0.88
"S0250","R18","Wetland",0.592399871404367,872,17,54.6930245315984,40.5984466972776,"Poor","Excellent",TRUE,"Good",9,TRUE,"Excellent",12,39.89
"S0251","R18","Wetland",0.684344338521249,990,20.2,58.6242582950506,NA,"Fair","Fair",FALSE,NA,NA,TRUE,"Good",17,18.88
"S0252","R08","Shrubland",0.313385587814935,834,21.2,31.7465917529559,28.7594081381242,"Fair","Fair",TRUE,"Fair",3,TRUE,"Excellent",20,2.63
"S0253","R36","Woodland",0.521773995749243,799,15.3,10.7909522192428,29.4958280527872,"Fair","Good",FALSE,NA,NA,FALSE,NA,NA,4.08
"S0254","R34","Grassland",0.353886825390926,911,15.3,37.7361329797016,31.1999001130969,"Good",NA,TRUE,"Excellent",20,TRUE,"Fair",2,6.52
"S0255","R31","Wetland",0.446324432379366,1149,16.9,11.36472733441,NA,"Fair","Poor",FALSE,NA,NA,FALSE,NA,NA,2.32
"S0256","R18","Wetland",0.505265929955944,1212,12.6,38.8739864373317,31.8264395327976,"Poor","Poor",FALSE,NA,NA,TRUE,"Good",22,4.52
"S0257","R24","Cropland",0.475072391262229,866,21.1,56.7433878048335,32.02892166911,"Excellent","Good",FALSE,NA,NA,TRUE,"Good",15,8.86
"S0258","R08","Shrubland",0.793803622088378,904,18.5,31.2515153789878,NA,"Good","Excellent",TRUE,"Fair",12,TRUE,"Excellent",13,67.51
"S0259","R01","Shrubland",0.486301547353315,1132,10.9,32.5110600331302,17.5684643157063,"Poor","Good",FALSE,NA,NA,TRUE,"Excellent",13,1.53
"S0260","R26",NA,0.296901420090106,1207,13.9,0.562174036851573,30.303470418356,"Fair","Fair",TRUE,"Good",3,TRUE,"Excellent",19,0.5
"S0261","R16","Cropland",0.386738085583635,824,15.5,NA,32.3954011683348,"Fair","Good",TRUE,"Fair",15,TRUE,"Excellent",16,2.73
"S0262","R30","Shrubland",0.452013297943274,868,19.5,NA,46.6131591922812,"Fair","Poor",FALSE,NA,NA,TRUE,"Fair",22,22.98
"S0263","R20","Cropland",0.432648911415929,1136,18.9,9.35280436922445,29.2758629381665,"Poor","Fair",TRUE,"Good",15,FALSE,NA,NA,0.8
"S0264","R07","Woodland",0.593511083417789,975,20.4,NA,21.7878462126702,"Fair","Poor",FALSE,NA,NA,TRUE,"Good",15,4.51
"S0265","R13","Shrubland",0.397096143169245,722,21.2,19.6133500869629,7.03969008490717,"Fair","Good",FALSE,NA,NA,FALSE,NA,NA,2.25
"S0266","R01","Shrubland",0.582190390845852,1057,16.3,16.5956835482774,29.8353886189433,"Good","Good",FALSE,NA,NA,FALSE,NA,NA,5.22
"S0267","R10","Shrubland",0.451146235092531,345,15.1,61.2560305308243,6.10612942125628,"Fair","Good",FALSE,NA,NA,TRUE,"Good",29,8.51
"S0268","R28","Shrubland",0.327787919926588,1084,14.5,0,20.1800485316134,"Poor","Excellent",TRUE,"Excellent",11,TRUE,"Excellent",11,1.23
"S0269","R39","Shrubland",0.489891251013379,997,14.2,64.8742553234616,10.2682330116166,"Fair","Good",FALSE,NA,NA,TRUE,"Excellent",16,4.59
"S0270","R14","Wetland",NA,1004,21,11.6525433472603,NA,"Excellent","Fair",FALSE,NA,NA,TRUE,"Excellent",14,2.01
"S0271","R18","Wetland",0.502056387513246,1024,23.8,8.57207507606782,39.1747665286479,"Good","Fair",FALSE,NA,NA,FALSE,NA,NA,4.19
"S0272","R36","Woodland",0.744266384657627,830,20.1,40.3031270656977,38.0184172910982,"Good","Fair",TRUE,"Fair",10,FALSE,NA,NA,65.79
"S0273","R26","Cropland",0.485933360409228,884,18,37.2753072647504,NA,"Good","Fair",FALSE,NA,NA,TRUE,"Excellent",7,4.21
"S0274","R15","Shrubland",0.476458808619528,721,23.6,18.7630627172583,33.1168518213707,"Poor","Poor",TRUE,"Excellent",16,FALSE,NA,NA,4.66
"S0275","R05","Grassland",0.279742257388664,626,14.5,11.8563446730918,22.8783668830676,"Good","Poor",TRUE,"Excellent",8,TRUE,"Good",14,2.59
"S0276","R25","Wetland",0.53329825386054,1025,9.2,16.8726285888718,NA,"Excellent","Poor",TRUE,"Excellent",16,TRUE,"Good",17,14.17
"S0277","R26","Cropland",0.473098253540295,688,6.3,55.1598908021704,25.244368543497,"Fair","Poor",FALSE,NA,NA,TRUE,"Poor",20,5.92
"S0278","R31",NA,0.721517708631374,1169,13.4,32.2114928040499,NA,"Excellent","Fair",FALSE,NA,NA,TRUE,"Good",15,19.36
"S0279","R12","Cropland",0.207926017415074,1141,13.2,60.4952940706162,21.045668800959,"Fair","Fair",FALSE,NA,NA,FALSE,NA,NA,0.77
"S0280","R26","Cropland",0.374596507964619,847,13.6,47.5103355505929,31.5183948600997,"Good","Good",TRUE,"Fair",19,FALSE,NA,NA,4.63
"S0281","R17","Wetland",0.420389968302492,934,13.6,43.3214157592272,21.435519317489,"Fair","Poor",TRUE,"Excellent",16,FALSE,NA,NA,4.73
"S0282","R31","Wetland",0.510255670326174,1200,13.6,54.7555698272132,25.433029053859,"Poor","Good",TRUE,"Excellent",5,TRUE,"Excellent",22,18.09
"S0283","R18","Wetland",0.407215822534688,920,10.2,23.4104998156264,39.2163457172992,"Fair","Fair",TRUE,"Poor",11,FALSE,NA,NA,5.19
"S0284","R11","Cropland",0.52950715127517,1025,19.7,47.6635105429096,44.7182200241584,"Poor","Fair",FALSE,NA,NA,TRUE,"Excellent",15,3.43
"S0285","R34","Grassland",0.871055440949787,1044,12.7,49.5137154380175,30.8269456691705,"Fair","Fair",FALSE,NA,NA,TRUE,"Excellent",1,20.75
"S0286","R27","Shrubland",0.442005787627221,1175,14,22.5676340906096,NA,"Poor","Fair",FALSE,NA,NA,TRUE,"Good",12,2.53
"S0287","R13","Shrubland",0.514883278956969,836,11.4,75.4181422852455,NA,"Excellent","Fair",TRUE,"Excellent",18,FALSE,NA,NA,30.32
"S0288","R20","Cropland",0.388783798236682,921,6.1,48.1535581291413,22.8096028645645,"Poor","Poor",FALSE,NA,NA,FALSE,NA,NA,1.65
"S0289","R02","Cropland",0.662482112484186,802,16,38.9809948929929,16.8923469707656,"Poor","Excellent",TRUE,"Fair",17,TRUE,"Fair",19,12.79
"S0290","R21","Woodland",0.315152283139289,623,17.9,42.0296727340876,34.0734812536125,"Good","Excellent",FALSE,NA,NA,FALSE,NA,NA,5.25
"S0291","R19","Shrubland",0.436057245363122,457,12.3,38.6658373748601,30.697777514213,"Fair","Fair",FALSE,NA,NA,TRUE,"Good",18,15.91
"S0292","R11","Cropland",0.539829293847087,747,21,60.9585480539539,30.9911664263927,"Good","Fair",TRUE,"Poor",18,TRUE,"Excellent",1,27.64
"S0293","R22","Cropland",0.628980347333867,912,17.1,27.395966404136,26.9857865139255,"Fair","Excellent",TRUE,"Fair",21,FALSE,NA,NA,14.46
"S0294","R02","Cropland",0.537977536887526,763,7.8,46.8649584203346,15.3385015935296,"Fair","Fair",TRUE,"Good",5,TRUE,"Good",8,6.65
"S0295","R26",NA,0.596692565181913,892,19.7,18.638523016866,44.5731803038545,"Fair","Good",TRUE,"Good",7,FALSE,NA,NA,9.58
"S0296","R12","Cropland",0.290208338552211,934,23.4,0,NA,NA,"Good",FALSE,NA,NA,TRUE,"Good",12,0.51
"S0297","R24","Cropland",0.413498021427919,1109,11.7,12.4939196312944,39.3601301972475,"Fair","Poor",TRUE,"Good",7,TRUE,"Fair",24,2.98
"S0298","R40","Woodland",0.486342955744404,536,11,59.0085891781513,22.7605573980691,"Fair","Good",TRUE,"Poor",10,FALSE,NA,NA,11.79
"S0299","R29","Cropland",0.657770834564621,1334,15.2,54.365303852826,NA,"Good","Poor",TRUE,"Fair",13,TRUE,"Good",9,13.39
"S0300","R22","Cropland",0.497741334921961,923,16,30.5564709108197,27.4655661076462,"Good","Poor",FALSE,NA,NA,FALSE,NA,NA,2.25
"S0301","R15","Shrubland",0.462863386039546,1095,13.9,40.1037094286814,NA,"Good","Fair",FALSE,NA,NA,FALSE,NA,NA,5.56
"S0302","R38","Grassland",0.511778002943858,542,14.2,7.40600904494834,NA,"Excellent","Poor",FALSE,NA,NA,FALSE,NA,NA,5.07
"S0303","R27","Shrubland",0.336868384042702,1211,14,34.5225338900637,33.6121344788233,"Fair","Fair",FALSE,NA,NA,FALSE,NA,NA,2.01
"S0304","R10","Shrubland",0.286937596407204,919,17.3,36.8339034771338,25.1332536589812,"Excellent","Fair",FALSE,NA,NA,TRUE,"Excellent",6,3.01
"S0305","R40","Woodland",0.564364972550831,799,17.1,19.9576625358772,26.4133399985315,"Poor","Poor",FALSE,NA,NA,FALSE,NA,NA,2.91
"S0306","R08","Shrubland",0.363863121411405,778,16.2,38.5751675118016,NA,"Fair","Poor",TRUE,"Fair",1,FALSE,NA,NA,3.34
"S0307","R12","Cropland",0.543382035760006,881,16.1,25.9508971940111,25.4929142234574,"Poor","Fair",TRUE,"Good",15,TRUE,"Fair",11,6.09
"S0308","R20","Cropland",0.308799136563418,736,14.7,32.2657850556274,28.7428375041383,"Good","Poor",FALSE,NA,NA,TRUE,"Good",23,3.42
"S0309","R13","Shrubland",0.389993643914351,769,15.9,22.0233024401829,29.2431288518838,"Fair","Fair",FALSE,NA,NA,FALSE,NA,NA,2
"S0310","R06","Grassland",0.509017088650129,538,20.5,37.1821170484745,36.4379106847174,"Excellent","Excellent",FALSE,NA,NA,FALSE,NA,NA,8.86
"S0311","R40","Woodland",0.329255831554148,850,19.4,53.7370164459956,32.0358459851581,"Good","Poor",FALSE,NA,NA,FALSE,NA,NA,3.31
"S0312","R18","Wetland",0.475558369597129,706,10.5,45.5072932013245,23.9673629416847,"Fair","Fair",TRUE,"Fair",2,TRUE,"Excellent",17,16.02
"S0313","R30","Shrubland",0.534537207892744,658,18.2,28.223088685406,35.2305150091533,"Poor","Fair",TRUE,"Fair",17,TRUE,"Good",16,22.55
"S0314","R39","Shrubland",0.740791449045196,754,10.6,40.7079309092254,35.0680669187871,"Poor",NA,FALSE,NA,NA,FALSE,NA,NA,8.95
"S0315","R40","Woodland",0.400768422485285,1059,13.2,26.3033292429922,NA,"Fair","Excellent",FALSE,NA,NA,TRUE,"Poor",20,2.74
"S0316","R24","Cropland",0.567334465306665,769,19.2,3.67328291770165,33.331285949532,"Poor","Excellent",TRUE,"Poor",8,FALSE,NA,NA,3.31
"S0317","R37","Grassland",0.605657172189125,1225,15.9,1.62789933552359,30.1648387712562,"Good","Excellent",FALSE,NA,NA,TRUE,"Poor",14,3.89
"S0318","R25","Wetland",0.8498649117115,1334,19.1,8.18773433012046,27.8907772239961,NA,"Fair",TRUE,"Poor",18,FALSE,NA,NA,44.07
"S0319","R36","Woodland",0.765584700122546,587,NA,43.6171568352108,NA,"Poor",NA,FALSE,NA,NA,FALSE,NA,NA,12.94
"S0320","R38","Grassland",0.635056561476861,785,15,58.1083282951481,20.1113537004806,"Fair","Fair",FALSE,NA,NA,FALSE,NA,NA,10.33
"S0321","R20","Cropland",0.699562006928415,881,4.4,33.2870071636055,26.2412484945834,"Fair","Fair",FALSE,NA,NA,FALSE,NA,NA,4.91
"S0322","R33","Cropland",0.447605432896169,753,15.5,21.3365505538125,24.0123075667651,"Poor","Good",TRUE,"Poor",13,FALSE,NA,NA,1.97
"S0323","R13","Shrubland",0.659327756969508,1171,NA,51.9138592114749,22.3353426607538,"Poor","Poor",FALSE,NA,NA,FALSE,NA,NA,2.49
"S0324","R30","Shrubland",0.407006843695863,931,20.8,41.0722326078147,NA,"Poor","Poor",TRUE,"Poor",8,TRUE,"Good",10,5.12
"S0325","R21","Woodland",0.598341909565044,734,25,66.3043415899827,30.2426606282374,"Good",NA,TRUE,"Fair",5,FALSE,NA,NA,27.83
"S0326","R13","Shrubland",0.517551252174707,798,15.3,44.3790324865364,37.7464047746969,"Good","Good",FALSE,NA,NA,TRUE,"Fair",8,9.08
"S0327","R12","Cropland",0.423708818798204,683,12,46.5638444592919,31.1989696600878,"Poor","Good",FALSE,NA,NA,TRUE,"Poor",21,3.34
"S0328","R31","Wetland",0.561207166696456,804,15.6,55.1265755607119,37.2695345143627,"Poor","Excellent",TRUE,"Good",15,TRUE,"Good",15,38.54
"S0329","R08","Shrubland",0.628407442753044,1118,10.2,50.8211106854918,24.9465092540082,"Poor","Excellent",FALSE,NA,NA,TRUE,"Good",25,4.6
"S0330","R02","Cropland",0.594836366184655,709,15.6,16.8153496437552,11.7402678247525,"Good","Fair",TRUE,"Fair",17,FALSE,NA,NA,8.06
"S0331","R40","Woodland",0.333712880143792,1023,14.6,57.5371525695143,38.4082027337856,"Fair","Fair",FALSE,NA,NA,TRUE,"Good",19,2.88
"S0332","R18","Wetland",0.260632599849613,849,17.7,32.1104683430251,11.6890455099595,"Poor","Poor",FALSE,NA,NA,FALSE,NA,NA,1.97
"S0333","R36","Woodland",0.467985997675269,571,14.3,55.5492957327227,40.0032856974548,"Fair","Good",FALSE,NA,NA,TRUE,"Fair",9,24.47
"S0334","R30","Shrubland",0.317033052335843,743,16.4,46.2788656833185,26.4419277357696,"Poor","Good",TRUE,"Fair",25,TRUE,"Good",24,8.57
"S0335","R39","Shrubland",0.501524648284424,568,21.1,30.4549730376365,42.1094933902023,"Poor","Fair",FALSE,NA,NA,FALSE,NA,NA,15.6
"S0336","R30","Shrubland",NA,1278,14.2,41.2164258744882,36.0079311467959,"Fair","Poor",TRUE,"Poor",10,TRUE,"Fair",11,8.22
"S0337","R03","Cropland",0.424885589128808,950,13.4,31.7609453139151,19.8789841504792,"Good","Fair",FALSE,NA,NA,FALSE,NA,NA,2.27
"S0338","R38","Grassland",0.247932395219655,929,18.2,NA,29.6124013265363,"Excellent","Excellent",FALSE,NA,NA,FALSE,NA,NA,4.7
"S0339","R32","Wetland",0.43200871905924,903,8.1,24.3669266824147,21.2496725727464,"Poor","Poor",TRUE,"Excellent",11,TRUE,"Fair",14,4.06
"S0340","R14","Wetland",0.43533606308995,949,14.7,48.4028612932556,5.13576218048073,"Poor","Poor",FALSE,NA,NA,FALSE,NA,NA,2.96
"S0341","R21","Woodland",0.250853648458129,842,7.6,0,41.571709873158,"Good","Poor",FALSE,NA,NA,FALSE,NA,NA,1.26
"S0342","R21","Woodland",0.589502905994335,821,12.4,20.4295960733507,28.8075751185583,"Poor","Excellent",FALSE,NA,NA,FALSE,NA,NA,5.29
"S0343","R08","Shrubland",0.475030535632435,723,23.5,30.1229724286277,32.2000074748002,NA,"Good",TRUE,"Fair",12,TRUE,"Fair",14,16.11
"S0344","R22","Cropland",0.508331786398426,864,21,11.6137290211126,14.1171560045755,"Poor","Fair",FALSE,NA,NA,FALSE,NA,NA,0.94
"S0345","R20","Cropland",0.589660521682306,879,20.6,58.8648379592865,33.7849558236114,"Excellent","Good",TRUE,"Poor",3,FALSE,NA,NA,22.58
"S0346","R09","Cropland",0.674124302684946,708,20.1,23.6597913144323,22.392557325733,"Poor","Good",FALSE,NA,NA,TRUE,"Poor",26,6.87
"S0347","R10","Shrubland",0.303718539461908,929,18.4,3.46312938645691,28.6579512534914,"Poor","Fair",TRUE,"Excellent",12,TRUE,"Poor",15,1.18
"S0348","R30","Shrubland",0.849175781896247,634,9.2,22.1773287983216,18.1883715261227,"Poor","Good",FALSE,NA,NA,FALSE,NA,NA,6.78
"S0349","R03","Cropland",0.39892221402313,949,19.6,52.9603111701368,32.6509052113391,"Good","Poor",FALSE,NA,NA,TRUE,"Good",13,3.28
"S0350","R28","Shrubland",0.513435745686513,887,15.8,2.32523284373181,29.4363715638023,"Poor","Poor",TRUE,"Fair",12,FALSE,NA,NA,2.33
"S0351","R18","Wetland",0.581953049886046,1082,10.7,24.8414724475326,31.0605632468605,"Poor","Poor",TRUE,"Good",17,FALSE,NA,NA,18.01
"S0352","R01","Shrubland",0.428716374135633,901,19.6,44.8448712215061,57.7972920509132,"Good","Fair",TRUE,"Fair",10,FALSE,NA,NA,38.83
"S0353","R09","Cropland",0.668602651603029,1006,16.1,10.6097876532886,NA,"Good","Poor",FALSE,NA,NA,TRUE,"Good",25,4.67
"S0354","R05","Grassland",0.451640669819272,1188,15.1,39.960393006618,24.3485509557838,"Good","Poor",FALSE,NA,NA,TRUE,"Fair",19,2.79
"S0355","R16","Cropland",0.468703339809038,965,19.3,40.0128410252428,29.9035243277109,"Fair","Fair",TRUE,"Poor",13,TRUE,"Fair",16,6.63
