"site_id","transect_id","site_in_transect","x","y","location_code","land_cover","mgmt_unit","canopy_cover","ndvi","dist_to_water_m","elevation_m","shrub_height_cm","passive_site","visual_scan_min","call_playback_min","track_survey_min","scat_survey_min","spotlight_min","total_effort_min","detected"
"T0069_02","T0069","02",54.5151083435978,64.1341305096779,"E/421/S","Grassland","North",48.4059406785445,0.470443395447142,265,1091,57,TRUE,0,0,0,0,0,0,0
"T0069_03","T0069","03",53.413828646638,61.0663626727648,"B/729/N","Grassland",NA,24.2619228809288,0.344749311915551,332,702,64,TRUE,0,0,0,0,0,0,0
"T0070_01","T0070","01",66.4035111007161,57.6159698448253,"A/644/S",NA,"North",39.4854216836667,0.477792974550089,96,856,142,FALSE,13,7,31,5,6,62,1
"T0071_01","T0071","01",87.3019940068887,92.6957194618624,"F/72/S","Shrubland","South",19.1707571953693,0.337197500971314,242,735,50,TRUE,0,0,0,0,0,0,0
"T0072_01","T0072","01",42.7095276946461,42.2852772746413,"E/1006/N","Grassland","Central",62.9924417162056,0.654123042076905,309,1156,80,FALSE,3,12,5,13,9,42,1
"T0072_02","T0072","02",39.2403880198755,46.383052268718,"E/14/S","Grassland","Central",37.791083058923,0.453621648618371,216,598,61,FALSE,0,9,3,23,10,45,1
"T0072_03","T0072","03",44.8909969479722,49.5816028273865,"E/67/S","Grassland","Central",38.0446210446379,0.360708587674029,28,1043,16,FALSE,3,18,17,24,13,75,1
"T0073_01","T0073","01",75.0585624932001,23.3357743047255,"E/1412/N","Grassland","North",19.1063711315096,0.267067864934622,117,999,77,FALSE,21,0,1,5,21,48,1
"T0074_01","T0074","01",84.7379030091733,97.9399336060932,"F/299/N","Grassland","North",33.3466803050359,0.48232290461688,375,831,113,FALSE,12,5,14,2,21,54,1
"T0075_01","T0075","01",16.7656871719375,21.0740046129006,"E/119/S","Woodland","Central",56.6113664014413,0.564970936176173,189,865,97,TRUE,0,0,0,0,0,0,0
"T0076_01","T0076","01",63.6208372614077,66.6664969025416,"F/1285/S","Riparian","North",23.6861102171547,0.41351157252711,292,1051,0,TRUE,0,0,0,0,0,0,0
"T0077_01","T0077","01",73.0357257846841,80.6310167870825,"C/1278/N","Woodland","South",30.3085172273522,0.40123307263356,198,960,73,TRUE,0,0,0,0,0,0,1
"T0077_02","T0077","02",73.708309774448,74.7371255348975,"F/29/S","Woodland","South",34.4132391197796,0.377569203306948,128,926,0,TRUE,0,0,0,0,0,0,0
"T0077_03","T0077","03",67.0242344477472,77.422587885527,"A/1102/N","Woodland","South",0,0.172210809287936,548,894,52,FALSE,0,1,14,18,25,58,0
"T0077_04","T0077","04",68.1522434974718,78.0933608977101,"B/1634/N","Woodland","South",40.589376639079,0.433886761857513,92,596,38,TRUE,0,0,0,0,0,0,1
"T0077_05","T0077","05",71.7561695601068,76.5605797145978,"C/13/N","Woodland","South",0,0.141439478241824,893,862,70,TRUE,0,0,0,0,0,0,0
"T0077_06","T0077","06",66.770230355148,76.7030423132064,"B/594/N","Woodland","South",72.7997020031681,0.687104511539374,124,795,57,FALSE,18,6,4,4,6,38,0
"T0078_01","T0078","01",52.88738166327,58.9390783953012,"B/2/N","Grassland","Central",38.4427450615943,NA,840,887,34,FALSE,12,22,0,11,35,80,1
"T0078_02","T0078","02",55.9707185213577,63.4226161387873,"A/1248/N","Grassland","Central",30.2924861778082,0.43920037116686,40,935,81,TRUE,NA,0,0,0,0,0,1
"T0079_01","T0079","01",20.6378955631447,36.1814507440096,"C/928/S","Shrubland","South",35.3295234592246,0.489526301994464,NA,843,54,FALSE,12,30,3,7,16,68,1
"T0080_01","T0080","01",93.4813849184227,70.9476453772643,"B/1203/N","Grassland","South",53.1346920813462,0.551166247993218,116,939,61,FALSE,2,1,18,47,38,106,0
"T0080_02","T0080","02",96.9824145026487,72.8517188684887,NA,"Grassland","South",36.1967264099039,0.393756132976544,227,996,38,TRUE,0,0,0,0,0,0,0
"T0080_03","T0080","03",90.267613778454,76.512335585747,"A/575/S","Grassland","South",44.0287860712283,0.326888115951213,964,1192,54,FALSE,28,16,14,13,8,79,0
"T0081_01","T0081","01",10.9327603977744,44.8550458050049,"B/1215/S","Shrubland","Central",49.915510725915,0.494451373157365,1818,1081,57,FALSE,11,22,18,26,18,95,0
"T0081_02","T0081","02",11.3912463114472,40.857059569125,"D/502/N","Shrubland","Central",27.7126473355757,0.392961239025365,793,1088,59,TRUE,0,0,0,0,0,0,0
"T0081_03","T0081","03",19.5981262621034,41.617118292788,"F/1186/N","Shrubland","Central",27.8845806587569,0.415233193581162,117,1035,NA,FALSE,20,2,51,45,16,134,1
"T0081_04","T0081","04",13.6816679321637,35.0752394269216,"B/317/N","Shrubland","Central",50.3905043322607,0.567885092005121,262,925,52,TRUE,0,0,0,0,0,0,0
"T0081_05","T0081","05",12.7971243314839,41.5291347729705,"A/1147/N","Shrubland","Central",44.0734371871962,0.532156429580692,70,798,0,FALSE,24,35,16,19,0,94,0
"T0081_06","T0081","06",7.82336697411155,40.7509084990912,"E/1694/S","Shrubland","Central",45.8711834609964,0.536124753263514,202,888,50,FALSE,6,4,12,3,32,57,0
"T0082_01","T0082","01",92.4311599521365,67.6608675016537,"B/637/S","Shrubland","South",76.3635539033614,0.67378661107541,611,1187,24,TRUE,0,0,0,0,0,0,0
"T0082_02","T0082","02",94.9297789980297,70.6669430709598,"F/960/N","Shrubland","South",48.1894086134449,0.551021273794764,501,NA,50,FALSE,8,7,9,13,12,49,1
"T0082_03","T0082","03",95.8675014925563,74.4283446083959,"A/1437/N","Shrubland","South",5.30493570344598,0.190157293067721,72,851,3,NA,0,0,NA,0,0,0,0
"T0083_01","T0083","01",76.5952951845125,72.758659105299,"E/994/N","Woodland","North",68.4646329373373,0.615831870412499,1018,909,70,FALSE,3,22,37,5,28,95,1
"T0084_01","T0084","01",96.8886453041956,88.3805101853358,"C/457/S","Shrubland","North",0,NA,611,785,94,FALSE,NA,NA,7,17,NA,127,0
"T0085_01","T0085","01",8.00741602234326,27.080416888487,"A/680/N","Woodland","South",42.9165877345887,0.484925007957952,870,960,83,FALSE,14,17,18,3,0,52,0
"T0085_02","T0085","02",11.8857538989403,23.0534541826473,"A/88/N","Woodland","South",46.5443499941776,0.469090603533955,170,889,56,FALSE,1,5,7,2,6,21,1
"T0085_03","T0085","03",7.4262261094711,30.7164517322682,NA,"Woodland","South",34.9628465277721,0.455174425213779,1021,834,53,NA,30,16,16,23,16,101,0
"T0085_04","T0085","04",13.7137332946615,25.068745961575,"E/1650/N","Woodland","South",NA,0.324093300114592,278,551,63,FALSE,39,13,24,16,5,97,1
"T0085_05","T0085","05",12.1792389377427,26.5043751439733,"E/565/N","Woodland","South",37.79756987307,0.395131466014432,10,942,57,FALSE,NA,2,11,24,21,58,0
"T0085_06","T0085","06",9.1097559895276,29.4354459019189,"E/395/S","Woodland","South",39.1924062977476,0.526375793114381,1302,NA,50,TRUE,0,0,0,0,0,0,0
"T0086_01","T0086","01",95.7456571943219,84.6053991582953,"A/98/S","Riparian","Central",34.2526996252735,0.385980157543239,222,813,49,TRUE,0,0,0,0,0,0,0
"T0087_01","T0087","01",63.8023196567963,26.9194329948762,"C/705/N","Shrubland","North",31.9526377045659,0.379469317336433,1435,968,41,TRUE,0,0,0,0,0,0,1
"T0087_02","T0087","02",60.0516334644717,27.4531110467037,"B/1199/S","Shrubland","North",37.3593773309954,0.464924983808787,168,973,126,FALSE,5,7,4,5,5,26,1
"T0087_03","T0087","03",68.3360712372419,23.8087995066164,"B/1732/N","Shrubland","North",8.75421169896398,0.243277774052339,321,876,113,FALSE,NA,24,19,6,12,95,1
"T0088_01","T0088","01",90.1934155908173,51.7754254777501,"B/605/N","Woodland","South",67.6102389953008,0.572774939901667,351,907,70,TRUE,0,0,0,0,0,0,1
"T0088_02","T0088","02",91.0843338630552,55.6545337697066,"A/1562/S","Woodland","South",55.5263497492268,0.640212878229501,1367,794,70,TRUE,0,0,0,0,0,0,1
"T0088_03","T0088","03",96.8737335861571,54.1718482146362,"D/333/N","Woodland","South",30.243435881099,0.419849037785979,73,915,41,NA,NA,7,1,1,7,35,0
"T0088_04","T0088","04",90.1764188934103,52.559786105867,"A/1717/S","Woodland","South",28.6957408618856,0.333313266132752,168,728,15,FALSE,9,12,19,0,0,40,1
"T0089_01","T0089","01",23.6737906406655,35.5034744503296,"D/4/N","Shrubland","Central",38.6671555638327,0.407407975262361,399,1063,87,FALSE,18,13,49,14,0,94,1
"T0089_02","T0089","02",20.1270293655328,38.0460947765627,"A/220/N","Shrubland","Central",43.5099014860901,0.476234513698103,47,971,63,FALSE,29,23,25,15,6,98,1
"T0090_01","T0090","01",24.1490947453304,61.9095167217057,"D/1024/S","Shrubland","Central",42.1383900310721,0.472074824123975,105,804,32,FALSE,2,3,11,11,21,48,0
"T0090_02","T0090","02",20.6854246120869,55.4937841799906,"C/285/N","Shrubland","Central",18.1882449387192,0.278123314356449,1218,925,101,TRUE,0,0,0,0,0,0,0
"T0091_01","T0091","01",92.917942994026,31.2409881412703,"A/810/N","Woodland","Central",55.4375839041419,0.547646906044335,24,1001,72,TRUE,0,0,0,0,0,0,0
"T0091_02","T0091","02",90.619255204536,39.3502603580632,"E/1580/N","Woodland","Central",52.2663424829887,0.430451283163413,238,886,43,FALSE,74,28,3,14,4,123,1
"T0091_03","T0091","03",97.4627734847338,37.9829566383453,"F/1333/N","Woodland","Central",38.0185769678227,0.412480922250615,243,912,74,FALSE,1,20,67,5,7,100,1
"T0091_04","T0091","04",92.7101079880464,32.9566877119359,NA,"Woodland","Central",41.176353616977,0.402663150281543,272,657,31,FALSE,25,8,13,5,22,73,1
"T0091_05","T0091","05",93.6448137813994,37.2564949689486,"C/1293/N","Woodland","Central",38.8704963684877,0.410215432590989,1125,768,97,FALSE,10,10,12,19,15,66,1
"T0092_01","T0092","01",74.8369992686611,50.7999858622561,"C/583/N","Woodland","South",44.7405727737001,0.492594290308765,185,943,92,FALSE,1,7,22,11,10,51,1
"T0093_01","T0093","01",72.7389558011024,21.9803180119749,"F/1791/N","Shrubland","South",36.978193664644,0.500492668438539,326,964,95,FALSE,28,22,10,16,13,89,1
"T0094_01","T0094","01",29.7261661963541,5.43411551297562,"A/1537/S","Woodland","Central",65.7006416185172,0.612400829142966,13,762,58,FALSE,20,42,12,1,11,86,1
"T0095_01","T0095","01",36.8000789552499,76.4608470488777,"B/1451/N","Riparian","South",9.2965634727277,0.278581240142092,222,906,62,FALSE,4,0,18,54,24,100,0
"T0096_01","T0096","01",35.3842644164063,5.79498108674483,"D/313/S","Shrubland","Central",54.1654849829691,0.492515913425479,478,694,49,FALSE,15,46,23,9,17,110,1
"T0097_01","T0097","01",79.0620282573988,37.2662465339376,"B/387/N",NA,"North",50.9143835967803,0.54282681413374,462,993,52,FALSE,0,16,21,0,27,64,1
"T0097_02","T0097","02",78.5122221534434,31.5169451258477,"B/1683/N","Grassland","North",28.0760192076362,0.397849042817048,542,696,165,FALSE,3,28,7,26,4,68,1
"T0098_01","T0098","01",35.4288115757289,33.0654951902593,"B/1387/N","Shrubland","Central",21.9476633468283,0.372124259632348,216,1089,26,FALSE,11,1,14,0,2,28,0
"T0098_02","T0098","02",40.6540899019881,27.7446894846122,"B/428/S","Shrubland","Central",40.0727424008377,0.373418355388877,173,1089,94,FALSE,1,44,2,0,10,57,1
"T0098_03","T0098","03",37.2479654765041,25.8741986486148,"D/786/S","Shrubland","Central",47.3299868297447,0.47082379896695,139,1062,0,FALSE,24,7,26,21,46,124,1
"T0098_04","T0098","04",41.1631029577095,32.1940312618989,"F/228/N","Shrubland","Central",60.2325241923394,0.536834892289175,108,566,40,FALSE,2,3,16,62,2,85,1
"T0098_05","T0098","05",41.0126750143926,29.3511851185594,"A/1396/S","Shrubland","Central",36.0035845062542,0.327776458259484,141,792,67,FALSE,29,18,7,27,4,85,1
"T0098_06","T0098","06",37.3187179650974,34.4257696002382,"F/871/N","Shrubland","Central",53.4676381756021,0.519103354603735,264,1206,33,FALSE,1,17,12,14,13,57,1
"T0098_07","T0098","07",38.1311568041004,33.4440291350361,"B/343/S","Shrubland","Central",12.560897210148,0.236193789077586,581,842,85,TRUE,0,0,0,0,0,0,0
"T0098_08","T0098","08",40.2802720231351,29.8739270847403,"B/206/N","Shrubland","Central",20.0703125884388,0.277125242629046,862,NA,61,FALSE,8,3,2,16,9,38,0
"T0099_01","T0099","01",66.9127859458311,52.9721789502058,"D/224/S","Shrubland","South",28.1617926555079,NA,464,801,75,TRUE,0,0,0,0,0,0,1
"T0099_02","T0099","02",65.1997595208786,46.5906547841184,"E/1614/S","Shrubland","South",34.925843007585,0.413109901295203,44,812,70,TRUE,0,0,0,0,0,0,0
"T0100_01","T0100","01",35.5979317521706,33.8954531847736,"A/78/S","Grassland","South",38.0368824880989,0.366873599002096,557,912,81,TRUE,0,0,0,0,0,0,1
"T0100_02","T0100","02",44.1917947425743,26.3803941768833,"C/1783/S",NA,"South",27.3810745602356,0.390646069402126,995,993,46,FALSE,72,9,24,16,43,164,1
"T0100_03","T0100","03",35.3714821524467,23.1409202110635,"B/1204/N","Grassland","South",47.4223715904965,0.479153700934338,861,594,0,FALSE,38,NA,0,2,51,96,1
"T0100_04","T0100","04",38.0940270059487,27.847399021593,"C/61/S","Grassland","South",65.24618997907,0.671947216516162,76,983,59,FALSE,2,8,10,7,0,27,1
"T0100_05","T0100","05",33.616327440266,28.4912345259703,"A/7/S","Grassland","South",25.8140045301877,0.362272236646819,49,942,17,FALSE,NA,13,NA,47,3,96,0
"T0100_06","T0100","06",34.360996576156,32.2498446226311,"E/757/S","Grassland","South",30.1244464083439,0.283249689631909,235,NA,81,FALSE,28,12,5,11,3,59,1
"T0100_07","T0100","07",38.5508746233194,29.7031878835742,"F/1312/S","Grassland","South",1.78329862833336,0.219171077663358,351,861,60,TRUE,0,0,0,0,0,0,1
"T0101_01","T0101","01",14.851654561265,56.9771791111285,"A/1689/S","Woodland","South",32.2328241204719,0.371732971676789,365,1077,77,FALSE,1,1,22,2,25,51,1
"T0101_02","T0101","02",5.03826622150043,56.2950253845238,"A/180/S","Woodland","South",51.9918346405117,0.422005868217038,900,1053,127,FALSE,13,38,3,3,10,67,0
"T0102_01","T0102","01",84.5965994229699,99.7532845726288,"C/1070/S",NA,"Central",27.0366465845415,0.406910367144687,150,837,103,FALSE,41,31,2,32,29,135,1
"T0102_02","T0102","02",81.2793693944828,99.1690862020851,"F/1142/N","Grassland","Central",11.4440395462807,0.247992020616167,132,972,135,FALSE,65,10,28,37,38,178,1
"T0103_01","T0103","01",41.3565393699244,0,"A/386/N","Grassland","North",13.7310239545131,0.201725213334892,59,868,53,TRUE,0,0,0,0,0,0,0
"T0103_02","T0103","02",47.7329383173396,0,"B/457/S","Grassland","North",52.5490010608422,0.532438360837773,23,1020,80,FALSE,11,4,2,22,12,51,1
"T0104_01","T0104","01",6.17609523340549,8.23282370913961,"F/673/N","Shrubland","Central",62.5422170182198,0.60014027012841,489,1013,64,FALSE,35,5,2,28,2,72,1
"T0104_02","T0104","02",3.30986176944316,6.72041846537878,"A/1484/S","Shrubland","Central",23.980502917308,0.322255002205999,87,821,72,FALSE,6,10,1,0,20,37,1
"T0104_03","T0104","03",7.24251360226835,3.61406527180771,"A/1731/S","Shrubland","Central",56.8669838431522,0.592990243734033,747,1052,30,FALSE,16,1,19,3,10,49,1
"T0105_01","T0105","01",11.8197274893843,61.4226216335544,"E/935/N","Grassland","South",26.296537482525,0.338705001135512,61,970,79,FALSE,29,7,13,23,2,74,1
"T0106_01","T0106","01",19.3367047036825,88.4851583057812,"A/33/S","Woodland","Central",21.5416773371331,0.308580539301546,103,922,68,FALSE,15,21,26,1,0,63,0
"T0107_01","T0107","01",70.9684710372969,93.5391899676678,"B/1554/N","Woodland","Central",61.8811383684427,0.594779070431854,126,921,37,FALSE,20,1,3,23,NA,50,1
"T0107_02","T0107","02",67.3083501850548,93.0804852836544,"C/274/S","Woodland","Central",66.2491758833895,0.624380600470796,532,NA,42,FALSE,26,18,7,1,53,105,1
"T0107_03","T0107","03",68.5858043123429,97.2028852652588,"D/563/S","Woodland","Central",36.3851019477288,0.534404885303442,288,833,49,FALSE,4,22,28,2,65,121,1
"T0107_04","T0107","04",69.9027253108267,95.7756632615037,"B/1189/S","Woodland","Central",13.1010580213809,0.248149224412103,NA,818,83,FALSE,3,20,31,36,18,108,0
"T0107_05","T0107","05",71.9682096938614,92.0655128101908,"F/939/S","Woodland","Central",43.040147755224,0.468649139369146,1219,1160,72,FALSE,2,33,15,18,13,81,1
"T0108_01","T0108","01",60.5453453147475,10.3925542065218,"F/1540/S","Shrubland","South",13.7385859271223,0.308507237350463,472,972,NA,FALSE,5,61,5,41,3,115,1
"T0108_02","T0108","02",59.2311222849539,6.98579056957544,"F/1082/S","Shrubland","South",44.3044293748129,0.404303241987425,864,954,55,FALSE,14,23,NA,18,10,71,1
"T0108_03","T0108","03",61.6197962407464,10.916364882929,"B/1495/N","Shrubland","South",64.1593197831483,0.489133966587563,306,896,53,FALSE,10,12,8,10,4,44,1
"T0109_01","T0109","01",30.7476551571569,50.1699614474374,"D/196/S","Grassland","North",35.8350170877643,0.389491158219321,512,708,0,FALSE,4,3,7,3,14,31,1
"T0110_01","T0110","01",60.8398351797623,65.8411478528577,"F/897/S","Shrubland","Central",37.2345111479225,0.542189870928745,61,995,59,FALSE,45,NA,2,5,49,116,1
"T0110_02","T0110","02",58.8476361489962,76.8638690624783,"B/1667/N","Shrubland","Central",1.73574892983508,0.183711348268246,584,725,117,FALSE,15,4,8,34,6,67,0
"T0110_03","T0110","03",66.417605845584,75.1932789672486,"A/1175/N","Shrubland","Central",28.2703369653041,0.374515229145101,231,754,86,FALSE,4,26,3,1,6,40,1
"T0110_04","T0110","04",60.9176708517982,75.0569340075517,"E/1009/S","Shrubland","Central",68.980112925482,0.663182715134586,NA,845,NA,FALSE,9,41,16,25,50,141,1
"T0110_05","T0110","05",55.277879797939,75.0721747381601,"F/207/N","Shrubland","Central",11.5031159658049,0.276678623023262,449,722,92,FALSE,NA,8,4,5,0,22,1
"T0111_01","T0111","01",42.7371313111102,22.7860576207795,"A/675/N","Grassland","Central",46.6793725774999,0.52427427747995,212,756,70,TRUE,0,0,0,0,0,0,1
"T0112_01","T0112","01",88.8500929553093,26.3749161034035,"C/1776/S","Grassland","South",22.9037223188477,0.304726875061801,61,1068,61,FALSE,13,NA,51,1,1,71,1
"T0112_02","T0112","02",85.3044983184452,29.4306908874025,"E/189/N","Grassland","South",19.550759498086,0.344441354500192,997,780,63,FALSE,4,5,4,3,2,18,0
"T0113_01","T0113","01",6.94354304660628,92.7730222409065,"A/1268/N","Woodland","South",69.1733672564715,0.553299615306277,558,804,28,FALSE,19,22,10,4,5,60,0
"T0114_01","T0114","01",32.5968439888232,8.50951588701054,"C/1345/S","Grassland","North",0,NA,128,632,44,FALSE,12,8,0,18,32,70,1
"T0114_02","T0114","02",30.6779028905929,20.2175188430265,"C/1290/S","Grassland","North",73.1936170260684,0.594308600302675,215,911,32,FALSE,2,49,23,15,14,103,1
"T0114_03","T0114","03",25.9669510619569,20.7008514721509,"D/1239/S","Grassland","North",14.0583814969559,0.312525008768032,2142,980,39,FALSE,9,20,3,5,29,66,0
"T0115_01","T0115","01",21.1457324988033,63.830452722191,"B/1504/N","Riparian","North",10.6356389734087,0.295758862683323,407,921,83,FALSE,NA,18,7,11,42,94,1
"T0115_02","T0115","02",16.6200813274107,58.5985452464118,"A/1318/N","Riparian","North",45.8923634063308,0.451907002516985,125,906,82,FALSE,16,5,3,6,33,63,0
"T0115_03","T0115","03",12.1658717483508,60.0431064921166,"C/61/N","Riparian","North",42.528119183056,0.516906573159988,159,953,103,TRUE,0,0,0,0,0,0,1
"T0115_04","T0115","04",16.1538906843073,66.008458514625,"E/923/S","Riparian","North",21.9589585747315,0.315459953904987,453,927,89,FALSE,9,18,16,6,10,59,1
"T0115_05","T0115","05",17.6148745952431,58.6821839821432,"F/1521/N","Riparian","North",14.2848274145464,0.378498153300945,292,720,55,TRUE,0,0,0,0,0,0,0
"T0115_06","T0115","06",19.8309846917682,62.7693008176963,"D/756/N","Riparian","North",19.8584762098576,0.238747971081119,67,605,42,FALSE,19,28,6,8,5,66,0
"T0115_07","T0115","07",15.357041304919,61.6917158286371,"A/44/N","Riparian","North",62.3998786690782,0.535614637287382,968,874,NA,TRUE,0,0,0,0,0,0,1
"T0116_01","T0116","01",3.29169012940409,20.2114531191776,"C/1760/N","Shrubland","North",36.9016586711665,0.447424706087748,532,1168,74,TRUE,0,0,0,0,0,0,0
"T0116_02","T0116","02",2.48716398261158,21.0583946148721,NA,"Shrubland",NA,68.3281045229069,0.645747809776631,836,1016,52,FALSE,14,4,3,3,9,33,1
"T0117_01","T0117","01",52.341715451453,86.9829815018127,"B/303/S","Shrubland","North",53.9003728339921,0.540237332825212,45,863,40,FALSE,1,18,3,7,12,41,1
"T0117_02","T0117","02",57.2973082530955,84.1193092424729,"C/1230/S","Shrubland","North",49.2460175102524,0.526410615873115,299,642,52,FALSE,3,16,8,26,9,62,1
"T0117_03","T0117","03",60.2221792551752,85.9838783584031,"F/761/N","Shrubland","North",61.950633141348,0.613417064089671,107,728,NA,FALSE,56,3,14,1,NA,75,1
"T0118_01","T0118","01",16.2793485056432,91.9232005188904,"A/1216/N","Grassland","South",27.1227775729182,0.279264026093656,341,845,48,FALSE,9,20,21,0,20,70,0
"T0118_02","T0118","02",18.4515983282268,93.4689924405769,"A/1107/S","Grassland",NA,54.0705672698996,0.614234166474352,657,996,85,TRUE,0,0,0,0,0,0,0
"T0119_01","T0119","01",14.4797634242715,61.1978860101961,"E/115/S","Woodland","North",56.1263504866861,0.510187858999391,61,876,62,FALSE,3,18,3,51,1,76,0
"T0119_02","T0119","02",13.4738971743268,55.3108444681371,"B/1364/S","Woodland","North",26.1862601006773,0.387268665661104,561,869,53,FALSE,12,2,18,65,10,107,0
"T0119_03","T0119","03",19.8697780350755,61.5290003057942,"F/944/N","Woodland","North",84.9090469836061,0.686573818698868,NA,849,55,FALSE,31,11,13,30,13,98,0
"T0120_01","T0120","01",81.0147127698015,93.1036252917492,"F/1199/N","Shrubland","North",54.6150645879348,0.574379899851702,28,753,NA,FALSE,42,9,1,4,2,58,1
"T0121_01","T0121","01",44.9851672172481,70.17143775903,"F/630/N","Grassland","North",44.423327658881,0.447643977301643,182,884,55,FALSE,37,88,6,1,0,132,1
"T0122_01","T0122","01",11.5480638337046,54.3563666140995,"D/174/S","Riparian","North",47.8107474823196,0.482186194229903,318,906,116,FALSE,16,NA,26,10,1,72,0
"T0122_02","T0122","02",16.0355916512558,54.5340538398451,"A/266/S","Riparian","North",44.0731526387334,0.50309823693202,534,898,96,FALSE,41,21,7,13,12,94,0
"T0123_01","T0123","01",58.6812572321588,94.3981092900303,"C/1109/N",NA,"North",68.8428311710598,0.721010835455462,0,825,6,FALSE,32,68,5,6,12,123,1
"T0124_01","T0124","01",76.3453334556889,45.5594829823029,"B/290/S","Grassland","North",31.5510737823733,0.370733449590307,163,753,21,FALSE,4,11,8,65,9,97,1
"T0124_02","T0124","02",76.8834801392227,48.4619914229953,"E/735/S","Grassland","North",53.1832871337052,0.563252812011842,934,979,46,FALSE,7,0,20,8,25,60,1
"T0124_03","T0124","03",72.5965718897496,48.4779221573037,"B/1342/S","Grassland","North",21.8205811298512,0.286155262628175,128,948,60,TRUE,0,0,0,0,0,0,0
"T0125_01","T0125","01",45.9541033246757,72.322221910519,"D/385/N","Grassland","South",0,0.238164337938195,20,609,47,TRUE,0,0,0,0,0,0,0
"T0125_02","T0125","02",40.1087105082634,79.7143366776977,"B/811/N","Grassland","South",NA,0.262447476156375,507,1028,114,FALSE,4,27,47,0,30,108,0
"T0125_03","T0125","03",42.3809072881905,69.5482700633987,"E/661/S","Grassland","South",66.6762101979459,0.647271512304169,109,692,35,FALSE,10,14,9,8,4,45,1
"T0125_04","T0125","04",38.4255093494501,80.8860885891009,"E/1210/S","Grassland","South",61.5170042809178,0.602908595778785,200,612,15,FALSE,6,14,19,15,31,85,0
"T0125_05","T0125","05",45.5619678644927,73.9579173872013,"C/1490/N","Grassland","South",35.0627454564664,0.465197527123456,271,588,47,TRUE,0,0,0,0,0,0,1
"T0126_01","T0126","01",0.206123156542851,7.51499374663993,"D/1519/N","Shrubland","South",NA,0.458090172937669,7,1214,26,TRUE,0,0,0,0,0,0,0
"T0127_01","T0127","01",34.4858351835136,60.3749508113319,"F/1429/N","Grassland","North",9.3400100499426,0.246460643512784,151,780,108,TRUE,0,0,0,0,0,0,0
"T0127_02","T0127","02",37.5684610261188,68.2069245576769,"A/786/S",NA,"North",NA,0.411388029830128,148,1064,80,TRUE,0,0,0,0,0,0,0
"T0127_03","T0127","03",37.135181745216,62.2413110781618,"D/455/S","Grassland","North",42.0376705301487,0.409053501478341,514,NA,76,FALSE,1,44,2,16,41,104,0
"T0127_04","T0127","04",34.9546911914546,60.9283348809469,"D/219/N",NA,"North",23.2862917065302,0.289654668317229,421,969,90,TRUE,0,0,0,0,0,0,0
"T0127_05","T0127","05",37.2757858893318,60.8169192369055,"B/859/S","Grassland","North",43.9724083464462,0.411226490308458,911,976,NA,FALSE,2,25,59,13,7,106,1
"T0127_06","T0127","06",43.7217847443778,63.7667993010513,"D/1035/N","Grassland","North",29.945441326679,0.4313018132535,316,646,1,NA,12,10,9,0,69,100,0
"T0128_01","T0128","01",49.1655858600739,6.41385747236641,"B/1444/N","Shrubland","Central",36.9619833951416,0.340035798358914,15,642,38,FALSE,0,17,11,1,4,33,1
"T0128_02","T0128","02",46.4619697468528,5.38607207439122,"F/822/S","Shrubland","Central",25.5814471557588,0.305832746262317,41,1050,0,FALSE,1,6,14,30,22,73,0
"T0128_03","T0128","03",43.8213413415893,7.02043620598718,"A/979/N","Shrubland","Central",42.424574498305,0.437366753883552,NA,831,119,TRUE,0,0,0,0,0,0,0
"T0128_04","T0128","04",45.6759760510545,8.93650459907128,"D/1092/S","Shrubland","Central",60.8189071622173,NA,227,660,97,FALSE,18,2,6,NA,11,46,1
"T0128_05","T0128","05",46.7314205302963,10.7071733315806,"F/1094/S","Shrubland","Central",51.6747702236939,0.418942270340175,452,989,72,FALSE,11,0,15,2,8,36,1
"T0128_06","T0128","06",43.8470609598208,11.2740986300356,"D/386/S","Shrubland","Central",32.47009853934,0.437308041607809,286,797,113,FALSE,3,3,9,34,9,58,1
"T0129_01","T0129","01",5.64632678777611,20.3869402633959,"C/262/N","Riparian","North",46.3421454546949,0.468489155270119,709,1218,89,TRUE,0,0,0,0,0,0,1
"T0130_01","T0130","01",37.1265269640914,24.2478838274303,"B/591/S","Grassland","North",30.3370324922135,0.396310016075155,593,1151,134,FALSE,13,6,13,4,1,37,1
"T0130_02","T0130","02",41.6063061146599,18.6494891627081,"C/326/S","Grassland","North",5.19253657522405,0.201310780900556,248,923,22,FALSE,22,41,12,10,11,96,0
"T0130_03","T0130","03",41.821506073181,15.6281466349949,"E/209/N","Grassland","North",2.91988815058176,0.201566467536894,209,810,12,FALSE,12,23,30,5,17,87,0
"T0130_04","T0130","04",40.2824094823412,21.6848230756459,"D/1000/S","Grassland","North",10.2085937001338,0.29092045169866,29,1038,41,FALSE,3,19,7,11,0,40,1
"T0130_05","T0130","05",39.4942980157384,17.585141140449,"A/269/N","Grassland","North",49.5746187057897,0.513110828637148,439,959,38,TRUE,0,0,0,0,0,0,1
"T0130_06","T0130","06",38.7310170448374,23.8492706167478,"B/848/S","Grassland","North",65.6759203279423,0.573626151346127,62,873,0,FALSE,11,15,NA,6,13,52,1
