"animal_id","site","sex","event","condition","body_mass","chest_girth","kidney_fat","odba","activity_hr","rest_bouts","cortisol"
184,4,"M",1,"fair",45.2954246790574,70.9059498622539,1.93498211471355,2.47205070920835,9.40349668639155,12.9493269919099,16.4251820542722
184,4,"M",2,"fair",43.0225956842587,69.228035940312,2.1178888766589,2.44919034549747,10.8464166179349,11.0640137169676,19.8976138528949
184,4,"M",3,"fair",43.4795712005031,70.4413755197825,3.41446830836696,2.25764089753685,10.4249851837114,12.0112029880879,16.5260918393221
184,4,"M",4,"fair",46.3616296796528,69.2687231937905,2.55335655119587,NA,9.76377609110574,10.5509497097173,18.2454035407304
184,4,"M",5,"fair",44.6631104480206,67.9740232829879,3.13638879631874,NA,10.2371685942368,10.9943240773676,NA
184,4,"F",6,"fair",44.0747329472856,71.8480377576507,3.00632029851504,1.85796971114408,10.7143958737033,14.5057027136918,21.3285738453456
185,5,"M",1,"good",48.0884449106542,72.0852963457731,3.46437888035711,1.97034133825917,9.81060518060597,10.573049961444,18.7220828682024
185,5,"M",2,"good",46.8110426946244,69.6036647768828,3.40195833027778,1.68416658389119,9.98440006918217,12.1571582704524,19.5260887209653
185,5,"M",3,"good",44.1126435673695,68.2568324484464,2.52901883889201,1.76956418211354,9.9246001082012,11.4030932578419,15.5350416657876
185,5,"M",4,"good",48.2878536952514,67.4288928954725,2.14451309462402,1.55146392159525,10.1202668908718,11.1176275428635,17.729292291274
186,6,"F",1,"good",53.9022038637687,77.1484612842738,5.13647282543849,0.938031600956768,7.61207189003901,13.5387641795943,21.1022583769666
186,6,"M",2,"good",56.2129474126078,76.372221182139,4.00061534321075,0.948239049612833,7.1749128546945,12.5184274466732,21.739855732835
186,6,"F",3,"good",54.0894529224645,76.2674541406171,4.16660175440019,0.872472946954055,6.77341038764477,10.4354924948911,19.3094370378249
187,7,"F",1,"fair",45.1489043207831,70.2039855898337,3.52492076311727,NA,10.239513129385,11.1503395246057,25.27026152065
187,7,"M",2,"fair",42.4226462067995,68.012056627483,2.10154233790345,1.6754261659781,8.15113598147332,13.6160771236794,16.714916973566
187,7,"F",3,"fair",44.2945372915281,65.7644726780634,3.67895066746731,NA,7.05267880342879,12.0065031312341,17.8072915625356
187,7,"F",4,"fair",44.6787992522063,70.5861038374786,1.42439728596338,1.68976026897756,8.82087666302654,13.1665357660763,23.4575643944607
187,7,"M",5,"fair",43.225915803854,68.610580419779,2.79542156059035,1.36422589526087,9.26125614080937,11.5227173446179,20.0252203494942
187,7,"M",6,"fair",44.4074971261629,68.7134709668114,1.98944089914272,1.54543327122087,7.76010410680171,11.5479575978148,20.0755118027263
187,7,"F",7,"fair",45.2603096977051,69.0945247270122,3.08191654127042,1.14110436932956,5.80772899538595,12.1168291210051,NA
187,7,"M",8,"fair",44.0047805594739,71.150159275131,3.45621993153693,1.67224759400409,7.18148089388217,12.3198879588954,18.1835839880735
188,8,"M",1,"good",53.3885160824754,73.6649314180768,5.66393426662375,1.58457817317281,8.09770417012061,11.4490984902335,16.5652695520471
188,8,"M",2,"good",54.1605498419327,73.4316161687077,5.07666621116119,2.02794481883016,8.16708397721176,13.3049636367446,20.2393932519783
188,8,"M",3,"good",54.0786003706765,80.3984268917477,6.29682183415148,1.88315001990355,9.63857018241198,13.4144369571378,16.9218028165523
189,9,"M",1,"good",53.0648223684989,74.6465436659657,4.25692384621893,2.55936907102368,11.7991344276423,11.1708089927465,11.066472044445
189,9,"M",2,"good",51.8243173591376,74.59461421653,3.24674269719513,2.21952523759919,12.9115928943275,9.90792326540385,14.4022168439305
189,9,"F",3,"good",50.3549784074489,75.0344128062518,5.94282572481476,2.77428126566506,12.0852367315087,10.121786700742,11.8856808278896
189,9,"M",4,"good",52.8202707147381,78.0962041375529,5.12496226101946,2.66879501011284,12.2084437358069,9.54748858577002,12.5144374684626
190,10,"M",1,"good",50.2673905094936,73.9604781558888,4.50990233504161,2.7378319657263,12.803964512523,9.71935624415397,13.8209673083718
190,10,"F",2,"good",49.099118984733,72.0578857353605,4.98359113601282,2.28249437916881,10.4758157774369,10.9106977543716,13.3616316005283
190,10,"M",3,"good",47.1955337804487,74.0566660922497,4.25812736447104,2.18137366310605,11.6647343804013,NA,15.8230621965797
190,10,"M",4,"good",51.3459597260063,75.618139882198,4.87892757316853,2.42919328165821,13.0102435184378,9.17190806037384,14.2183309248774
190,10,"M",5,"good",47.3567136698211,71.3986499076364,4.98353098317377,2.33775231058445,9.49373440846228,9.12195377294337,15.1169473214727
190,10,"M",6,"good",49.5196597589081,74.3933889174161,4.55760893196935,2.9099765445907,11.4251057232793,10.8855625723423,13.1742393384147
190,10,"F",7,"good",50.1078414299461,72.0570131034002,4.39202280220111,2.62257512761341,10.8856248502365,10.0003438669504,17.4924317316526
190,10,"M",8,"good",47.8795331379256,73.7335622243607,3.06258551411842,NA,11.6918512875018,10.5858700018983,17.9222408257101
191,11,"F",1,"good",51.8018468486591,78.1765701164209,4.64664465614741,2.57014338052717,12.7395670345007,8.99927100182561,16.1315533799262
191,11,"F",2,"good",56.6218653004226,77.501648686295,5.81356477999858,2.97768700373827,14.174755594111,8.74060820753165,15.5300121275496
192,12,"M",1,"good",48.3760819581656,73.6549901235204,3.81955300172545,2.28953647819209,12.4620935188021,9.5730723464266,21.9863014928233
192,12,"M",2,"good",48.4666151789871,70.9687730094907,4.58374651054711,2.22442842356112,11.1756791691163,11.8002046270246,19.3546510357303
193,1,"M",1,"good",55.1298968958534,83.2540295878154,7.14840896911809,2.51409217225198,10.4875670757026,9.91136149370236,14.6247096432195
194,2,"F",1,"fair",43.1647915132639,68.1545878801744,2.54098742316629,1.15796859010034,6.50920512960701,12.0499750328674,19.5722412363206
194,2,"F",2,"fair",42.1954149304825,68.984702306875,NA,0.765476770411549,5.08377973847409,14.5274874025456,22.690230391643
194,2,"F",3,"fair",39.4791190971826,66.8987395096806,NA,0.859914706713675,6.0849696876219,NA,30.8485284229802
194,2,"M",4,"fair",39.9813347920486,71.0251675929056,1.93666553636118,0.816279304601158,6.06128182089344,13.1940968309608,25.5318451867701
194,2,"M",5,"fair",40.6352750966894,70.0666789382705,1.84530102248682,0.91554627836307,5.18073445781092,14.4333151162321,22.6290869324016
194,2,"F",6,"fair",38.508438653141,66.5667810870749,NA,1.06476115112984,6.06079926666364,16.2539118651196,15.352716154418
195,3,"M",1,"good",47.2109062692042,73.1383007521485,NA,1.92019112805666,8.72551872762248,11.0822716119528,22.1045980901806
195,3,"M",2,"good",47.4899684223157,71.2806747012717,4.28738832672122,2.07308825112032,10.0592608862263,11.8186845901103,20.666323260123
195,3,"F",3,"good",50.1584575304878,77.2769632467349,4.23479774140235,NA,9.00086315972408,11.2305923696093,15.8140910049644
195,3,"F",4,"good",49.5706537836395,73.4878353112136,6.0312357611394,1.86097497596706,11.3524694267,8.6696545580798,17.7790146759013
196,4,"M",1,"good",50.2003626040013,73.2472682297536,NA,1.80661718011549,12.0755567406301,10.8102127311019,20.4807260542806
197,5,"M",1,"good",45.4041148946695,73.5285270367484,4.50745403744157,2.49851149602085,11.709176392542,11.8807047885051,NA
198,6,"F",1,"good",56.4238387772481,79.1895713221739,5.17162656236991,3.04216377871278,14.7866768174088,9.30720757627403,12.3169095115066
198,6,"F",2,"good",58.296484513489,76.9898454978993,6.37222705680553,3.41042879130266,13.0859165631284,10.2001147743413,12.6808259551002
198,6,"F",3,"good",51.9902357080232,77.8781423406512,5.7985590458,2.83275342556855,12.4214462376009,9.60278754777007,14.1930273890361
198,6,"F",4,"good",53.5228532909187,76.8576038452186,6.84464346208384,2.919053497799,13.6911606240544,9.39077899720821,15.0462596327048
199,7,"M",1,"fair",45.5800036540236,71.4707712335731,5.46886393509197,1.77545148690966,8.08985798671735,12.7251064090463,19.7240434178781
199,7,"F",2,"fair",46.8623142617526,66.9104800883884,2.28656806680364,1.4137583680001,8.54163649549183,11.1504602394158,21.6961386505167
200,8,"F",1,"good",44.6982501652141,70.380937187356,0.900604740343608,1.45395785661403,7.12691910341119,12.5738816867841,18.0055324196063
200,8,"F",2,"good",43.4300981484855,70.1550648992329,3.23935316754342,0.938029708353097,7.10235673624754,NA,18.6988458219886
200,8,"M",3,"good",43.4539827518373,69.8407644819093,3.56099625408588,1.16021471301571,7.61172534127366,13.2027624024453,23.1621338475524
200,8,"F",4,"good",44.276713224867,65.9766237389852,2.48161461458925,1.23961702931382,5.65401737404771,13.1150311623067,21.4680426987359
200,8,"M",5,"good",46.1235710931962,67.3314280003907,2.91797563508812,1.42745509128287,6.69039083665094,13.890067354538,25.3972455568753
200,8,"F",6,"good",44.5848230934261,73.0324961581567,2.86081774909478,1.23383837824919,6.51364255119071,14.1183423783723,22.3004941446762
201,9,"F",1,"fair",44.5359608635957,67.3574997620288,2.98625903615459,2.09215764988864,11.1892809200792,9.61014848278283,17.4471599478621
202,10,"F",1,"fair",41.6580798392347,70.820474624015,4.62201104729891,1.83423733594411,7.83813630672473,10.5036419384699,20.0733005721771
202,10,"F",2,"fair",44.4761088244788,69.548253767895,2.36801892190674,1.85472044249833,10.321018648524,12.6364892120435,23.8213277906562
202,10,"M",3,"fair",47.2580836316769,72.4751517402456,3.50760231916931,2.24137251735019,9.92418246184782,10.9597116813421,18.3854830801374
203,11,"F",1,"good",47.8130527000573,73.8441753472743,4.39674191479016,1.8422953397714,9.86761237846458,12.8860317474367,19.3495867849003
203,11,"M",2,"good",53.0843424630097,75.425401938094,4.65162659632235,2.09982557547047,9.98040035023105,10.006822659646,23.4073467398987
203,11,"M",3,"good",52.6057357015301,79.0795602564189,6.06471343079598,1.93008057572765,8.91335814883192,NA,15.3953661647891
204,12,"M",1,"poor",43.3516536602949,70.4721955923978,3.45990070562071,1.77870601090156,9.72750956136223,15.2806792081223,24.0579551697266
204,12,"F",2,"poor",44.6309280987988,69.675777375404,2.88010489015092,NA,8.86066476638898,13.4000232379685,21.8972583179271
204,12,"M",3,"poor",40.0366878520144,68.2949491980997,1.72616747354291,1.55432341033579,8.45798851337319,11.6275940203356,21.0206605578093
205,1,"F",1,"good",58.3256108123956,74.9971412480378,5.87301921072076,3.12420553575327,11.5408077368271,10.1055183412877,11.2153808246417
205,1,"F",2,"good",55.7879310124114,77.5249592161757,5.51952539406453,NA,11.6340594437936,7.4094415414261,12.0616924176094
205,1,"F",3,"good",56.9979657607571,81.6977196438693,6.38370154674195,2.62059227531854,11.3276966456861,9.8949776589473,10.1449852054395
205,1,"F",4,"good",56.278173670298,75.5908524080185,6.70667823125169,2.43432456706315,11.781824203325,8.3436994996007,13.9039192423536
205,1,"F",5,"good",53.164191477735,77.8908136848166,5.10608027793517,2.62021717546889,11.0125226381064,11.1695085839616,17.2628741430575
205,1,"F",6,"good",56.2477580945855,75.2750086960502,4.95543755030705,NA,12.5374390515089,9.6000570876503,NA
206,2,"M",1,"fair",50.7162575363191,73.152552748358,4.54522480545904,2.91266575247127,11.8819489607737,9.46543279709332,14.0211381834006
206,2,"M",2,"fair",48.4216388061829,69.0005577289611,3.29587966699248,2.66949990200139,11.8142090612197,9.78611551535269,13.0691508114439
206,2,"F",3,"fair",48.7992426377959,71.3854925910361,1.6380942067222,2.85908004236654,12.291012235405,10.7403909302688,19.6746039256811
206,2,"F",4,"fair",48.8855656434838,69.0604449612541,2.63977088501967,NA,11.6274401637447,11.3990555333234,18.168457195167
206,2,"F",5,"fair",48.3349260615326,72.8532299030808,2.46593903610166,2.94515455238165,11.9751952780706,9.87353059725345,13.439458281046
207,3,"F",1,"good",47.8119872036363,73.1502947169276,4.28710921433037,2.10344983980368,11.7784250236939,12.5600600642274,18.6906554275849
207,3,"F",2,"good",49.3567503922074,76.5849198459849,3.77369789754364,1.98634297212379,9.58258926946891,13.115272279759,19.0041628834601
207,3,"M",3,"good",47.9154083130835,73.7706382252689,NA,1.67054694085048,8.77975589304242,11.0332159036798,NA
207,3,"M",4,"good",50.8550009261706,72.394375566285,5.10742158463827,1.83597099984965,8.67280591304335,10.5311194394806,23.6710163969191
207,3,"F",5,"good",48.3185130473976,73.4643372707688,4.14142035797714,2.05308637144291,9.02630791503569,10.7038459585137,14.2976199013668
207,3,"M",6,"good",51.7647828617633,75.2953302423409,5.33424564933481,2.58521741481555,10.2675638317327,12.6486554587536,17.6083327962496
208,4,"F",1,"poor",47.0159341087295,69.7107430288057,3.15794395634418,1.47858680882604,8.47982589325242,14.4627508960089,22.2839239826647
208,4,"F",2,"poor",42.4859665344695,72.0319820112566,3.83118294867859,1.45797894040901,8.32831701069552,10.5496607632694,22.3164548297532
208,4,"M",3,"poor",44.623008755228,68.8871596274055,3.64558084298412,1.70921775631372,6.62244755045613,12.8803707238542,21.3160059419447
208,4,"M",4,"poor",43.2721656749091,73.1536755472304,2.63466666937958,1.08867320428058,8.61703288432588,12.7181709827831,25.4407810662423
209,5,"M",1,"fair",50.7777093826582,74.0891259523176,5.19988511039396,NA,10.0388896062099,12.2055432049576,23.2989206471281
209,5,"F",2,"fair",48.4053209111065,67.887647875123,3.26243085917151,1.33130395482378,8.70806428532712,11.305242476736,16.3164308815252
210,6,"F",1,"good",45.1227926539089,72.1080498711839,3.72430896807569,1.37200070755201,8.33678942496715,11.551374290557,14.535152179521
210,6,"M",2,"good",47.750788801789,73.4974245898233,3.07455170723713,1.9184966020117,7.81610673416385,12.9093665488245,22.8034330257469
210,6,"M",3,"good",46.3458214945048,72.0520656475387,4.02335653071972,1.59434108263092,7.31633895998695,13.5562461698709,19.909419092614
210,6,"M",4,"good",45.891664967536,70.1585126358905,2.47324688373914,1.46013816693045,8.13184485285227,13.3716799860286,22.991137274799
211,7,"F",1,"fair",45.8481647992613,70.0487639501727,3.38530998804549,1.73147805777353,6.02863891087532,14.478243993179,24.8749118941232
211,7,"M",2,"fair",44.7017853049162,72.647270186397,2.20078479965256,1.69049900711296,8.84023768340036,13.7883619752545,15.0291435188491
211,7,"M",3,"fair",45.5408939171367,68.7057213724517,2.21094150461796,2.00465488654208,9.42178860618719,11.8646699895331,19.5771766220545
211,7,"F",4,"fair",43.8874456746429,69.7101895807474,2.70264380499295,1.53675621964451,6.35495551688243,13.2985152719193,24.5677431044591
212,8,"M",1,"good",54.3782635109599,73.2649448103677,5.57941426569118,3.08034603959798,11.5776547700898,8.93920331127812,11.7421111301076
212,8,"M",2,"good",53.5088895468174,73.2603040621901,3.73114710187623,3.21574877526761,13.184029264779,8.92835209372134,13.6745979462272
212,8,"F",3,"good",51.1970114036563,76.4543160634399,3.79608926177192,3.01261567243288,13.4703595124399,8.31115951667507,14.9656273831944
213,9,"F",1,"good",52.0650574410212,76.2175507269888,3.94757872529475,NA,13.3888909975429,9.67039774181439,14.9012454713448
213,9,"M",2,"good",53.8081257724532,77.3151606769403,5.57130998212682,3.05931121448844,13.2359465829699,9.79872759256099,10.6248091482346
213,9,"M",3,"good",54.5945722222775,75.1018400533129,4.88311999432657,3.00901863035194,12.9444217138296,8.87204021816208,13.1735671647899
214,10,"M",1,"good",46.5907534884843,71.7622991778657,2.78096257178855,1.46561276670538,7.22913791984601,12.1468877502788,18.2534520811961
214,10,"M",2,"good",49.9393030348352,72.7824311578307,4.21248634856471,1.85654411590006,7.88555314075513,13.0717595247121,NA
214,10,"M",3,"good",49.8900105489144,73.8694663972926,2.954938496206,1.4240643750452,8.20766593038711,13.1586881010555,16.1423806494724
214,10,"F",4,"good",47.9612498852089,72.0563587446724,4.07349845547502,1.73071797734091,8.01435599024311,10.548147801467,NA
215,11,"F",1,"poor",34.3766465980722,65.3460936801759,NA,NA,4.38211150189938,16.2308070092011,27.9954127547096
215,11,"F",2,"poor",35.021061204964,63.0333071976866,0,0.783367728804342,5.26889091502828,15.9675981599059,31.0750879207939
215,11,"M",3,"poor",36.0337392822631,64.7344238280317,0.17028694234649,0.979419511480229,5.53932037154597,16.1970391707642,NA
215,11,"M",4,"poor",36.4659533598406,60.9507853109974,0.365625362591938,0.924566580136037,4.49297097588912,15.11226029426,27.7330687574208
215,11,"F",5,"poor",29.9294633937843,59.533518733583,0,0.684749062791446,2.64319839583585,14.761098949607,32.3920459514621
216,12,"F",1,"good",45.8634877004697,69.4841495893995,3.71556193282101,1.81094999612072,10.1086426328724,10.9956333630576,15.7260935208609
216,12,"F",2,"good",49.149192895292,73.8268993234963,3.69456636719049,2.10565859403026,12.5328469077048,10.23159233495,15.1696689322198
216,12,"F",3,"good",48.9242447489438,72.2805699998534,4.51318944086212,2.64812326328114,10.5468232145303,8.09049058900819,NA
216,12,"F",4,"good",50.0259304557245,73.1238122043174,3.48776286507521,2.46785196049839,11.2893815787717,8.60879211481364,14.4531950487381
216,12,"F",5,"good",49.6517409423455,71.2706770180478,4.3931299029997,2.63694836479491,12.5780876324756,8.42989357541529,NA
216,12,"F",6,"good",48.6562355198186,73.2229982619912,NA,2.25581286244461,12.3116331537334,10.8574369414382,15.0272073520689
217,1,"M",1,"good",52.4089914369116,75.7936344588861,5.37007852982482,2.8717001935442,13.4729128621862,6.24941831280657,10.6881255188384
217,1,"M",2,"good",56.4368858042632,74.1907422806792,4.60049283168848,2.71788977774084,15.3534184207531,8.25772099932686,11.1413255002881
217,1,"M",3,"good",52.8404253760908,78.3411489958534,5.8964428242927,2.37312541009182,13.1046267582796,8.75188265810067,14.4183193091186
218,2,"M",1,"good",51.1241290502819,74.5554742127756,4.62041736601616,1.43105834468892,6.86107396080099,12.3782633853389,NA
218,2,"F",2,"good",52.0527049625243,73.6805422233289,4.6438843856428,1.5159721802614,7.89077318748262,12.493152029667,18.7360208031502
218,2,"F",3,"good",47.9421058146779,70.8432956273831,3.53773903564017,1.19643659971094,6.87114081280879,12.4979747039346,21.0675489828704
219,3,"M",1,"good",51.5538521357029,73.2809473761624,4.24526099976029,2.42105971985297,12.6443278801258,11.0722429979483,NA
219,3,"M",2,"good",51.6633497855508,74.7511677704687,4.06174358997105,2.08276602894149,12.4935360133564,9.71951763183684,NA
219,3,"M",3,"good",46.9242500330658,71.0004045946174,5.61092149579815,2.91529407926462,12.1466943272389,12.1575844862917,NA
219,3,"F",4,"good",50.3549761554511,68.5415165387221,4.70925145176343,2.55807213973602,13.6159930124419,8.9333069443895,14.2033105540165
219,3,"F",5,"good",47.6678280906083,72.7200999803911,5.92789115775163,2.71604933181479,15.5080687843399,10.0072125833181,9.97822398995129
220,4,"M",1,"good",47.3782156409933,72.0483697115859,3.73480990890275,2.74948852196837,14.4921695800588,8.48110962270164,NA
220,4,"F",2,"good",48.5601445123803,75.8900096817082,5.91498012320394,2.84898131361334,12.9363862855744,11.219200934806,8.53949217598151
220,4,"M",3,"good",49.1577879669774,73.1375747325668,5.01690693491177,2.59887596599987,12.7208338616533,10.5397424285825,14.7408677633958
220,4,"M",4,"good",49.9864122016131,74.8918708297743,4.33850166213733,3.18033172291069,11.5539731004329,9.94340847018095,13.3658151842009
220,4,"F",5,"good",50.174684081255,73.2491227139384,NA,2.7206503625041,12.6147892995046,7.92766032198913,17.137724285658
220,4,"F",6,"good",50.9418104238944,73.5658221605282,4.59621957173887,2.80042474235499,10.9984081609792,10.1168689846184,12.0744616993164
220,4,"F",7,"good",50.8733784307966,76.0221394761184,3.65379615142217,2.42479512605832,12.861141362224,8.17799692070444,17.4710855440768
220,4,"F",8,"good",53.6346716808653,73.8200832577807,NA,2.97334156516197,14.7509349128132,9.5359136493064,12.6216384460124
220,4,"F",9,"good",48.3984500519626,76.8475820397837,4.83663710559738,3.31931780985451,13.1576787277746,NA,15.0933762717356
220,4,"F",10,"good",50.8521046346336,72.1439592228726,3.50355404016174,2.54271254189154,12.6275852502001,NA,NA
220,4,"M",11,"good",49.9658548293826,74.3457922752576,5.4780570124837,2.89127658272384,14.0948556359061,8.77157302413055,13.1556794106772
220,4,"M",12,"good",53.8538653067606,76.3685025582171,5.9022156302904,3.0921808850922,14.7811675992664,9.95548724478992,9.96988929016941
221,5,"M",1,"good",38.7783110845228,64.0637973198113,1.45945331147658,1.40737823815687,7.73886868295782,11.2211132391279,16.6365702169054
221,5,"M",2,"good",43.4116856574778,64.0536558201784,1.85806965557639,1.44041735166242,7.77111132463373,9.73386739194907,19.6617047826935
222,6,"F",1,"fair",43.6395720699982,71.0076084320126,2.78455328245552,1.93276216291913,10.2068105413932,10.6123135611971,18.2604274861341
222,6,"M",2,"fair",41.924491650328,66.4993866186923,0.940134702346384,2.16520070964751,9.28449469347801,10.3871288246794,22.9649770702871
222,6,"M",3,"fair",41.4593427061271,64.9225913599712,1.75781223419164,2.49204332170568,11.3998792859266,11.3518939762665,20.7194771261087
222,6,"F",4,"fair",42.6255859321734,68.2233962048944,2.48435385317555,NA,9.47429522544874,11.6507972714402,24.5821412360016
223,7,"F",1,"good",48.523244437754,72.0474282482259,5.17002798703746,1.89018850805137,8.4848620983049,12.3589551967425,NA
223,7,"F",2,"good",51.139350875363,73.5871227934557,4.7491974907632,1.70392872294136,10.064981708632,9.58774629606922,16.7163610329817
223,7,"F",3,"good",51.9972882130691,79.6607586963882,5.06204491580614,2.18889025407739,11.3195257699339,9.28506460964635,20.8255646645019
223,7,"F",4,"good",50.878858493369,74.915701236964,5.31190156814006,2.12581695451583,9.52347056833473,11.7187884508292,15.1504713570736
224,8,"F",1,"fair",44.1537286436072,69.6059912046632,2.93584593269642,1.81012613133346,10.4655757177798,13.1731149536537,22.4082470340468
224,8,"F",2,"fair",45.4790128767172,73.3064162267774,2.56009223236752,1.73462233995641,8.82273372873822,13.3236309511746,18.4856517572688
224,8,"M",3,"fair",41.9645132497978,67.1996316012638,2.57792342655586,1.63931693709897,8.25486168651561,NA,22.8404562349075
225,9,"F",1,"good",46.2134781980309,75.2090612549628,3.46455766542722,2.11842573750463,11.1962223426661,10.8555956635857,15.5829064144899
225,9,"M",2,"good",46.5006993740996,72.0606143524278,3.55862399718103,2.1336369149611,10.7147702221944,10.882654867401,16.7597995316315
226,10,"F",1,"fair",44.7592707141146,68.9384576626704,2.67800546701705,2.05830112392267,10.1178518261787,11.4137422669447,16.1880114759557
226,10,"M",2,"fair",43.930391843935,70.3657475572796,1.44916834421357,NA,8.81174003438202,11.1494476269762,21.766625566504
226,10,"F",3,"fair",44.0313933115604,71.1774888578664,NA,2.01296911096417,10.9194147358924,12.3621651383475,NA
226,10,"M",4,"fair",44.9954076185196,69.9353058152234,2.06263629620624,2.27166277569027,9.38299941021409,NA,21.6002712055084
227,11,"M",1,"fair",42.2100456004689,68.4457946123654,1.30276693957505,0.996924871843118,5.20132405722826,16.1297895888512,27.1469575453457
227,11,"M",2,"fair",40.1235393302542,68.5182093790746,2.31156054864973,0.996692485981441,5.25031657980844,16.9209987465019,NA
227,11,"F",3,"fair",43.1921517479527,67.0028685604565,3.53584369523089,0.942478563314296,6.12930723021899,NA,25.8876309164561
228,12,"F",1,"good",49.3478162624752,70.2282746738449,NA,2.11258877798288,9.87804845494794,13.9352069478338,17.5756373938634
228,12,"M",2,"good",46.9968181676663,68.108957018418,3.72116586450287,1.68905846186043,10.0067886453557,12.2642653990293,15.6679994289986
228,12,"F",3,"good",48.588433050333,72.3429662529999,2.96239233937173,1.99603744309384,10.0686449727761,9.33358887769781,17.9118813127264
228,12,"M",4,"good",50.0499478901181,73.5895757847071,4.47809343654673,2.13098154113372,10.6560881901794,13.0676036173193,20.4684567433191
228,12,"M",5,"good",48.0122057231012,69.8814860416431,3.18938823668687,1.93272533555455,9.77064595315443,10.5747549725553,15.001752777277
228,12,"F",6,"good",50.5642298242783,73.285427248775,2.83509389986009,1.80014727098946,11.3568167082339,9.14340800453244,22.0352057089026
228,12,"M",7,"good",46.80625674876,73.170840291226,3.54705053017239,1.9707352129621,7.74086103169632,10.4711282702862,20.1445605302923
228,12,"M",8,"good",46.8303455836336,69.2414220109982,2.72673676326566,2.35888451070814,9.25390099212238,11.0662700758059,15.5117557065268
228,12,"M",9,"good",49.9257527751336,71.8209029107406,4.03215914485776,2.05624430641967,10.9205447488804,11.51291072788,16.8668169934533
229,1,"M",1,"good",52.3998308102331,70.8663246448938,3.5476701786145,1.69235814834341,9.60540401854257,11.7267084329887,17.2283250439812
229,1,"M",2,"good",49.0189722442652,74.8589744874086,4.26016185714778,1.8284161061968,10.0637409020756,10.0124284426483,16.3015527364474
229,1,"M",3,"good",48.2779817617963,73.88767669942,3.58826400082217,1.83767141791504,9.91457082019833,12.5865670091874,15.5148829654897
229,1,"M",4,"good",47.7973447053648,73.4524395706992,2.988018474299,1.51403019483258,11.0947239839371,9.93741766537938,19.04733232193
229,1,"F",5,"good",43.5670477638169,70.7140203812042,4.36229293291049,1.78383559006667,11.6267813578363,12.0182855903363,NA
229,1,"F",6,"good",48.7033957769112,75.920929298157,4.79671195267524,1.62692470726699,9.70201866359917,10.2999629916747,18.649429048654
230,2,"M",1,"good",55.2004978655856,79.5629767041069,5.78041902737401,2.34625759794585,12.6459531259683,9.08433285099758,13.7157271998284
230,2,"F",2,"good",49.1190014275925,70.1916735678943,NA,1.96835802684582,9.09121054864232,9.80761828809477,18.0383251742758
230,2,"F",3,"good",54.5692360625941,75.0985210718631,5.57354963151681,2.48787675210689,11.8881530249013,9.72277125997897,15.0968059202696
230,2,"M",4,"good",53.9976564952141,74.6214207996409,3.8369176616758,2.37441173794872,11.2566212585359,8.33926703449319,16.1091319843646
231,3,"M",1,"good",60.0949019724471,82.0276222849041,7.52722909789332,3.56793716197324,15.9831317627261,7.06037365859056,7.36922274690479
231,3,"F",2,"good",57.7418805693411,82.3058369545551,6.17783820970767,3.40624854582698,14.4427659300639,6.25678298139608,7.5600829345296
231,3,"F",3,"good",59.6853716041292,81.1374563653155,5.44419370528666,3.41185551448209,17.1711634146022,5.97455476996776,4.36920985570538
231,3,"M",4,"good",62.5114792690488,82.0218237143163,NA,3.11537469724881,15.0986251363226,7.15973369308545,4.15339809589175
231,3,"M",5,"good",59.4263445581229,78.223218149872,6.27430976398695,3.3406823302297,16.7104868775709,NA,5.24916137900072
231,3,"M",6,"good",55.1601784547905,79.8225543262129,NA,3.36482251407064,14.5286600705715,NA,12.1752460270828
231,3,"M",7,"good",59.0761315858026,81.7783314098527,5.61915458228885,2.95695887583519,13.1969164604721,7.66803582120129,NA
232,4,"M",1,"good",50.7639586386446,72.6385562019589,4.17140803110508,2.93539673502263,13.0762778641428,9.4105509703764,13.4250114929496
232,4,"F",2,"good",50.7367673011014,72.2737875851994,4.03011838976465,NA,11.6004853593464,8.76904027715414,17.4176071044763
232,4,"M",3,"good",46.680786286356,76.0887506556866,3.79548017357417,2.59248790424778,12.1016659981663,9.58351055196123,14.6169819082382
232,4,"M",4,"good",45.5847296707661,74.1270029266736,3.15594786705771,2.5583750200382,11.8334367922029,9.22740414237757,15.2994438570426
232,4,"F",5,"good",50.3122494598588,70.8659172556289,3.73047022479503,2.79423423345246,12.8205590236032,9.41799595593601,NA
232,4,"M",6,"good",50.5712163036477,73.4962753652235,3.70322341959797,2.76177130427712,13.4804394533983,8.86485711527425,17.8062890710804
232,4,"F",7,"good",46.1304458448012,70.9520189203948,5.24484642265342,2.79240835160579,11.4945921433575,9.25524251970602,16.9978555026971
232,4,"F",8,"good",49.188162186279,74.6873735734011,4.53972161467392,2.36182634482033,12.5198475715812,NA,16.9462316837708
232,4,"F",9,"good",49.3471163158395,73.9451745838067,2.08117493797732,2.86099560966204,12.1397621190032,10.1657434742448,15.0232507445476
233,5,"F",1,"good",50.1127848418497,74.6465127668311,3.75585577624427,1.99518893185676,10.3070841153372,12.6908987272323,17.7798389428665
233,5,"F",2,"good",49.3898801169818,71.7546941474577,3.08396811744624,2.00348171146965,10.0823254606418,11.2170647723748,17.0755964321208
233,5,"F",3,"good",50.1087667735365,72.9979435164447,4.93942373973401,2.13893332040349,10.4281329329183,10.0031665533993,26.3616354773698
