"animal_id","step","x","y","depth","temp","layer_pos","layer_input"
"A017",216,46.76,28.26,77.25,13.975,-5.365,NA
"A017",217,46.75,27.72,77.62,13.634,-5.04,NA
"A017",218,45.2,28.18,77.68,13.786,-4.289,NA
"A017",219,46.17,28.12,75.86,15.082,-6.515,NA
"A017",220,45.85,28,76.03,14.484,-6.226,NA
"A017",221,46.42,27.59,76.4,14.26,-6.127,NA
"A017",222,45.72,27.38,76.61,14.247,-5.653,NA
"A017",223,46.08,28.47,77.61,13.587,-4.689,NA
"A017",224,46.63,27.8,78.36,13.117,-4.239,NA
"A017",225,46.72,28.65,78.56,13.218,-4.011,NA
"A017",226,46,29,78.05,13.163,-4.164,NA
"A017",227,45.02,29.09,78.09,13.296,-3.689,NA
"A017",228,44.35,28.79,79.29,12.949,-2.245,NA
"A017",229,44.26,28.52,79.87,11.721,-1.669,NA
"A017",230,43.33,28.59,78.52,12.413,-2.642,NA
"A017",231,43.36,28.41,78.17,13.64,-3.032,NA
"A017",232,44.54,28,78.6,12.45,-3.125,NA
"A017",233,43.73,27.61,78.11,13.672,-3.357,NA
"A017",234,44.15,28.77,78.57,12.513,-2.885,NA
"A017",235,42.45,29.36,77.89,12.916,-2.766,NA
"A017",236,41.51,29.32,77.06,13.095,-3.229,NA
"A017",237,40.45,29.54,76.73,12.866,-3.059,NA
"A017",238,40.01,29.58,76.29,12.831,-3.298,NA
"A017",239,38.65,29.37,76.12,12.102,-2.95,NA
"A017",240,40.43,29.95,75.98,13.462,-3.687,NA
"A017",241,40.44,30.26,76.25,12.41,-3.329,NA
"A017",242,40.46,30.45,76.06,13.325,-3.467,NA
"A017",243,39.67,30.42,75.43,13.217,-3.753,NA
"A017",244,39.69,30.13,76.13,12.153,-3.156,NA
"A017",245,40.52,30.6,76.32,13.09,-3.196,NA
"A017",246,38.98,30.9,74.71,14.39,-3.98,NA
"A017",247,39.19,31.28,74.33,13.907,-4.319,NA
"A017",248,38.73,31.04,74.77,13.511,-3.741,NA
"A017",249,39.07,30.91,74.58,14.157,-4.15,NA
"A017",250,39.61,30.55,75.18,13.948,-3.929,NA
"A017",251,38.85,30.2,75.47,12.951,-3.405,NA
"A017",252,37.59,29.91,74.5,13.075,-3.891,NA
"A017",253,37.67,29.91,74.47,12.79,-3.955,NA
"A017",254,37.01,30.61,72.71,14.391,-5.114,NA
"A017",255,37.25,29.15,73.6,14.295,-4.92,NA
"A017",256,37.58,29.74,72.52,13.919,-5.93,NA
"A017",257,37.58,31.26,71.97,14.941,-5.872,NA
"A017",258,39.17,31.65,72.56,14.332,-5.941,NA
"A017",259,39.49,30.88,73.22,14.188,-5.724,NA
"A017",260,38.82,30.16,72.92,14.356,-5.955,NA
"A017",261,38.09,29.76,72.96,14.148,-5.722,NA
"A017",262,36.94,29.27,72.22,14.538,-6.11,NA
"A017",263,38.01,29.37,72.13,15.517,-6.66,NA
"A017",264,37.37,28.42,72.03,14.168,-6.814,NA
"A017",265,37.46,28.02,72.41,13.985,-6.608,NA
"A017",266,36.67,27.86,72.03,15.483,-6.729,NA
"A017",267,37.06,28.28,72.66,14.813,-6.104,NA
"A017",268,36.95,28.92,72.56,13.869,-5.917,NA
"A017",269,37.4,29.47,73.17,14.152,-5.306,NA
"A017",270,36.92,29.34,73.11,14.196,-5.194,NA
"A017",271,37.38,28.95,73.6,13.786,-5.056,NA
"A017",272,36.52,29.6,72.15,14.79,-5.853,NA
"A017",273,37.3,29.44,72.92,14.352,-5.512,NA
"A017",274,36.13,29.99,73.46,13.704,-4.185,NA
"A017",275,36.16,29.61,74.78,13.943,-3.044,NA
"A017",276,36.3,30.13,75.08,12.56,-2.579,NA
"A017",277,36.88,29.52,75.95,12.363,-2.259,NA
"A017",278,37.55,28.3,76.36,12.694,-2.6,NA
"A017",279,37.28,27.49,75.44,13.576,-3.698,NA
"A017",280,37.33,27.84,74.67,12.844,-4.359,NA
"A017",281,36.81,28.45,73.26,13.986,-5.324,NA
"A017",282,37.45,29.24,73.31,14.456,-5.276,NA
"A017",283,36.59,30.06,72.72,13.621,-5.123,NA
"A017",284,36.38,29.32,73.71,13.487,-4.337,NA
"A017",285,36.32,28.77,73.98,13.253,-4.265,NA
"A017",286,36.13,28.55,73.74,13.582,-4.51,NA
"A017",287,35.9,29.04,74.4,12.927,-3.527,NA
"A017",288,35.91,28.82,74.37,12.56,-3.659,NA
"A017",289,35.28,28.78,74.17,13.663,-3.573,NA
"A017",290,34.25,29.8,73.5,12.334,-3.227,NA
"A017",291,34.1,29.05,74.5,12.267,-2.507,NA
"A017",292,34.95,30.04,75.06,11.689,-1.934,NA
"A017",293,34.11,30.31,74.03,12.456,-2.358,NA
"A017",294,33.63,30.74,72.56,12.687,-3.315,NA
"A017",295,34.26,29.17,73.87,13.54,-3.17,NA
"A017",296,33.86,29.89,73.29,12.591,-3.174,NA
"A017",297,33.37,30.48,71.93,13.748,-3.919,NA
"A017",298,33.91,28.79,73.25,13.175,-3.782,NA
"A017",299,33.92,28.58,72.98,12.415,-4.155,NA
"A017",300,34.18,29.87,72.55,13.436,-4.103,NA
"A017",301,33.25,30.23,72.29,12.85,-3.628,NA
"A018",1,71.9,28.6,93.27,15.396,-6.638,-6.638
"A018",2,71.23,27.57,93.13,15.893,-6.67,-6.67
"A018",3,71.38,28.45,92.97,15.181,-6.635,-6.635
"A018",4,71.39,28.17,92.87,15.855,-6.841,-6.841
"A018",5,71.32,27.21,93.29,14.973,-6.694,-6.694
"A018",6,71.23,27.97,92.23,15.106,-7.432,-7.432
"A018",7,71.17,27.95,92.21,16.535,-7.424,-7.424
"A018",8,71.24,26.72,91.74,16.329,-8.354,-8.354
"A018",9,71.85,26.07,92.51,16.223,-8.221,-8.221
"A018",10,72.17,27.21,92.19,16.083,-8.376,-8.376
"A018",11,70.11,26.76,91.06,17.188,-8.201,-8.201
"A018",12,69.08,26,90.01,16.558,-8.737,-8.737
"A018",13,69.62,25.32,91.68,16.017,-7.681,-7.681
"A018",14,69.75,24.24,91.25,17.412,-8.55,-8.55
"A018",15,70.02,24.63,92.31,16.018,-7.569,-7.569
"A018",16,69.64,25.83,92.16,15.617,-7.057,-7.057
"A018",17,69.14,27.25,91.61,15.206,-6.799,-6.799
"A018",18,68.95,27.17,91.22,15.574,-7.074,-7.074
"A018",19,68.03,28.01,90.04,16.097,-7.325,-7.325
"A018",20,67.29,27.26,89.46,16.056,-7.564,-7.564
"A018",21,66.61,28.74,88.76,15.367,-7.346,-7.346
"A018",22,66.44,26.98,89.49,15.568,-6.946,-6.946
"A018",23,66.49,26.41,89.02,16.35,-7.596,-7.596
"A018",24,65.72,26.91,88.91,15.403,-6.98,-6.98
"A018",25,65.63,27.1,88.44,14.959,-7.326,-7.326
"A018",26,64.02,26.97,87.66,15.477,-6.846,-6.846
"A018",27,62.83,26.82,86.12,16.071,-7.438,-7.438
"A018",28,62.69,26.7,85.38,16.659,-8.085,-8.085
"A018",29,62.34,25.88,85.39,16.769,-7.939,-7.939
"A018",30,62.44,25.11,84.56,16.209,-8.999,-8.999
"A018",31,62.13,24.51,84.74,17.336,-8.67,-8.67
"A018",32,62.45,24.25,84.78,16.398,-8.962,-8.962
"A018",33,62.06,24.09,84.35,16.437,-9.081,-9.081
"A018",34,61.23,24.36,82.21,17.457,-10.444,-10.444
"A018",35,62.41,23.4,83.33,17.579,-10.559,-10.559
"A018",36,62.17,23.63,83.31,17.87,-10.314,-10.314
"A018",37,61.91,22.57,83.68,17.088,-9.956,-9.956
"A018",38,61.09,22.96,82.72,16.553,-10.092,-10.092
"A018",39,60.91,22.05,82.81,17.654,-10.033,-10.033
"A018",40,61.11,21.87,83.13,17.068,-9.954,-9.954
"A018",41,61.52,22.62,83.23,17.152,-10.044,-10.044
"A018",42,62.05,21.85,83.94,17.169,-9.999,-9.999
"A018",43,62.76,21.54,85.73,17.463,-8.942,-8.942
"A018",44,62.67,22.52,85.98,15.99,-8.353,-8.353
"A018",45,61.62,22.36,85.29,16.425,-8.133,-8.133
"A018",46,61.61,22.33,83.03,17.527,-10.392,-10.392
"A018",47,61.31,23,82.25,17.104,-10.749,-10.749
"A018",48,61.4,22.76,83.06,17.462,-10.073,-10.073
"A018",49,61.23,22.66,81.54,17.266,-11.462,-11.462
"A018",50,60.48,21.96,80.35,17.544,-12.135,-12.135
"A018",51,60.63,22.29,81.69,16.995,-10.855,-10.855
"A018",52,58.83,22.09,80.48,17.395,-10.507,-10.507
"A018",53,58.33,23.04,79.99,17.233,-10.373,-10.373
"A018",54,58.25,21.93,80.14,17.268,-10.376,-10.376
"A018",55,58.09,21.98,80.77,16.86,-9.591,-9.591
"A018",56,58.63,22.38,81.54,17.057,-9.217,-9.217
"A018",57,59.03,21.5,82.17,16.533,-9.119,-9.119
"A018",58,58.64,20.91,81.91,16.476,-9.184,-9.184
"A018",59,57.7,21.72,81.66,15.834,-8.429,-8.429
"A018",60,57.18,21.84,80.65,16.335,-8.965,-8.965
"A018",61,56.69,21.5,79.43,17.535,-9.849,-9.849
"A018",62,57.48,20.68,79.53,17.576,-10.605,-10.605
"A018",63,56.86,19.49,78.87,17.793,-11.065,-11.065
"A018",64,56.43,20.02,77.74,17.457,-11.682,-11.682
"A018",65,56.68,19.72,77.92,17.455,-11.793,-11.793
"A018",66,57.2,18.46,79.72,17.49,-10.834,-10.834
"A018",67,57.15,19.13,80.33,16.951,-9.959,-9.959
"A018",68,57.31,18.73,80.11,17.29,-10.451,-10.451
"A018",69,56.06,18.3,79.24,17.827,-10.421,-10.421
"A018",70,55.4,19.3,78.58,17.285,-10.223,-10.223
"A018",71,56.11,19.89,78.7,17.29,-10.503,-10.503
"A018",72,55.27,20.58,78.07,17.341,-10.282,-10.282
"A018",73,56.34,19.97,79.77,17.491,-9.596,-9.596
"A018",74,56.94,18.5,80.42,17.062,-9.905,-9.905
"A018",75,56.8,18.69,80.95,16.822,-9.188,-9.188
"A018",76,56.96,18.42,80.57,16.99,-9.796,-9.796
"A018",77,56.77,18.41,81.17,17.31,-9.043,-9.043
"A018",78,56.33,18.26,80.03,17.44,-9.867,-9.867
"A018",79,56.31,18.75,79.58,17.219,-10.135,-10.135
"A018",80,56.07,18.44,79.28,17.556,-10.332,-10.332
"A018",81,55.1,18.84,78.79,18.012,-9.921,-9.921
"A018",82,53.76,19.24,78.14,16.533,-9.461,-9.461
"A018",83,54.6,19.42,79.26,17.363,-8.9,-8.9
"A018",84,56.55,19.39,79.96,16.486,-9.749,-9.749
"A018",85,56.08,19.94,78.99,17.05,-10.165,-10.165
"A018",86,55.68,19.01,78.96,16.368,-10.146,-10.146
"A018",87,55.28,18.47,78.94,17.471,-10.039,-10.039
"A018",88,54.66,18.49,78.5,17.721,-10,-10
"A018",89,53.58,17.58,78.7,16.222,-9.35,-9.35
"A018",90,53.91,16.52,78.93,16.807,-9.806,-9.806
"A018",91,53.84,15.8,78.72,16.739,-10.314,-10.314
"A018",92,53.05,16.16,78.67,17.085,-9.647,-9.647
"A018",93,52.59,16.73,78.36,17.228,-9.391,-9.391
"A018",94,51.92,16.35,78.27,16.618,-9.24,-9.24
"A018",95,50.98,16.63,78.55,16.415,-8.286,-8.286
"A018",96,50.29,16.03,77.9,16.561,-8.863,-8.863
"A018",97,50.67,15.27,78.97,16.48,-8.375,NA
"A018",98,50.91,15.26,79.14,16.521,-8.338,NA
"A018",99,51.74,15.43,79.03,17.06,-8.825,NA
"A018",100,52.85,16.2,79.52,15.833,-8.646,NA
"A018",101,53.52,15.9,80.96,16.417,-7.807,NA
"A018",102,53.36,15.77,81.97,14.885,-6.747,NA
"A018",103,52.7,15.88,80.56,16.659,-7.664,NA
"A018",104,53.8,16.02,81.2,16.236,-7.697,NA
"A018",105,52.88,15.46,80.47,16.035,-8.078,NA
"A018",106,53.14,16.29,79.42,16.501,-8.896,NA
"A018",107,53.5,15.29,80.77,16.665,-8.291,NA
"A018",108,52.78,15.71,79.17,16.489,-9.189,NA
"A018",109,52.29,15.03,79.48,16.382,-8.925,NA
"A018",110,51.06,15.84,77.22,16.788,-10.039,NA
"A018",111,50.57,15.71,77.55,16.521,-9.511,NA
"A018",112,51.44,16.96,76.1,17.958,-10.85,NA
"A018",113,50.63,17.36,75.56,17.671,-10.776,NA
"A018",114,51.08,16.15,76.04,17.187,-11.075,NA
"A018",115,50.08,16.49,75.34,17.051,-11.097,NA
"A018",116,49.64,16.06,75.52,17.205,-10.906,NA
"A018",117,49.77,15.47,76.99,17.432,-9.794,NA
"A018",118,49.1,15.64,76.86,17.059,-9.536,NA
"A018",119,48.35,15.57,76.72,16.626,-9.398,NA
"A018",120,47.76,14.06,76.53,18.12,-10.189,NA
"A018",121,46.87,13.92,75.9,17.024,-10.587,NA
"A018",122,46.61,13.83,76.88,16.922,-9.578,NA
"A018",123,46.68,13.65,76.92,16.739,-9.657,NA
"A018",124,45.96,13.75,77.8,16.134,-8.493,NA
"A018",125,44.39,13.32,76.98,16.223,-9.141,NA
"A018",126,44.4,14.44,77.18,16.564,-8.301,NA
"A018",127,44.94,14.33,77.18,17.035,-8.494,NA
"A018",128,45.48,14.1,77.15,17.631,-8.807,NA
"A018",129,45.39,13.64,77.26,16.839,-8.937,NA
"A018",130,44.18,14.09,76.4,17.098,-9.22,NA
"A018",131,43.67,14.96,76.11,17.164,-8.934,NA
"A018",132,44.13,14.53,76.03,17.175,-9.342,NA
"A018",133,44.23,13.66,75.67,16.803,-10.213,NA
"A018",134,44.07,14.65,76.32,16.182,-8.97,NA
"A018",135,43.49,13.47,75.99,17.289,-9.831,NA
"A018",136,42.55,13.42,75.95,16.132,-9.692,NA
"A018",137,42.58,13.01,77.17,17.575,-8.715,NA
"A018",138,42.66,13.75,76.29,17.294,-9.191,NA
"A018",139,42.09,13.82,76.86,16.326,-8.47,NA
"A018",140,41.62,13.85,77.14,16.811,-8.081,NA
"A018",141,41.91,13.7,77.4,16.18,-7.964,NA
"A018",142,42.75,12.62,78.33,16.484,-7.821,NA
"A018",143,41.9,13.67,77.78,16.094,-7.59,NA
"A018",144,41.09,12.55,78.01,15.723,-7.836,NA
"A018",145,40.72,11.99,76.88,16.767,-9.214,NA
"A018",146,40.18,11.25,77.34,17.469,-9.081,NA
"A018",147,39.93,11.21,77.21,16.75,-9.173,NA
"A018",148,39.41,11.63,77.79,16.824,-8.231,NA
"A018",149,38.57,10.68,77.73,16.737,-8.649,NA
"A018",150,38.81,10.1,77.96,16.496,-8.82,NA
"A018",151,38.71,10.62,77.37,17.224,-9.078,NA
"A018",152,38.64,11.27,77.69,15.724,-8.37,NA
"A018",153,39.36,11.8,76.83,17.096,-9.082,NA
"A018",154,39.27,11.39,77.39,16.701,-8.744,NA
"A018",155,38.6,12.07,76.93,16.283,-8.67,NA
"A018",156,38.8,11.99,76.95,16.644,-8.736,NA
"A018",157,37.85,12.42,76.65,16.861,-8.595,NA
"A018",158,37.69,12.32,76.88,16.77,-8.381,NA
"A018",159,37.25,11.81,76.74,16.539,-8.691,NA
"A018",160,36.97,12.72,75.5,16,-9.387,NA
"A018",161,37.05,12.94,75.12,16.805,-9.667,NA
"A018",162,36.75,12.28,75.66,17.294,-9.399,NA
"A018",163,37.64,12.3,76.24,16.851,-9.016,NA
"A018",164,38.28,12.94,75.58,17.253,-9.478,NA
"A018",165,37.72,12.76,75.76,16.948,-9.271,NA
"A018",166,38.14,13.48,74.08,17.543,-10.662,NA
"A018",167,37.38,13.73,73.26,18.284,-11.194,NA
"A018",168,36.9,13.4,73.8,17.729,-10.715,NA
"A018",169,36.63,13.7,72.94,18.324,-11.363,NA
"A018",170,35.37,12.77,74.26,17.004,-10.206,NA
"A018",171,34.39,13.46,74.23,17.101,-9.621,NA
"A018",172,34.12,13.45,73.8,17.083,-9.981,NA
"A018",173,33.53,13.77,73.17,16.67,-10.28,NA
"A018",174,34,13.35,75.21,16.864,-8.58,NA
"A018",175,34.24,12.33,76.51,15.974,-7.864,NA
"A018",176,33.2,11.77,76.76,16.249,-7.556,NA
"A018",177,33.44,11.14,76.7,16.068,-8.012,NA
"A018",178,34.14,9.71,76.89,16.347,-8.777,NA
"A018",179,33.63,10.43,75.93,16.455,-9.205,NA
"A018",180,32.6,8.96,76.46,17.116,-9.058,NA
"A018",181,33.11,8.22,77.01,16.881,-9.068,NA
"A018",182,32.75,8.01,75.4,16.692,-10.652,NA
"A018",183,31.63,7.97,75.61,17.077,-10.021,NA
"A018",184,30.35,8.76,74.64,17.147,-10.075,NA
"A018",185,30.42,7.91,75.5,17.109,-9.652,NA
"A018",186,31.35,7.98,75.97,17.453,-9.538,NA
"A018",187,31.39,7.47,75.54,17.814,-10.235,NA
"A018",188,31.1,7.98,74.62,17.085,-10.79,NA
"A018",189,32.49,7.72,75.39,17.812,-10.71,NA
"A018",190,32.35,7.66,75.86,16.785,-10.207,NA
"A018",191,31.52,7.73,74.82,17.039,-10.881,NA
"A018",192,31.85,7.49,75.27,17.52,-10.683,NA
"A018",193,31.62,7.93,75.01,17.36,-10.642,NA
"A018",194,30.18,7.46,75.89,16.964,-9.372,NA
"A018",195,29.31,7.94,74.61,17.224,-10.044,NA
"A018",196,30.07,7.71,74.44,17.606,-10.655,NA
"A018",197,29.99,8.42,73.96,17.891,-10.762,NA
"A018",198,29.13,9.2,74.92,17.378,-9.057,NA
"A018",199,29.39,9.1,74.89,17.065,-9.253,NA
"A018",200,28.77,8.8,74.36,16.74,-9.648,NA
"A018",201,29.07,8.33,75.2,16.517,-9.163,NA
"A018",202,29.16,7.31,76.65,16.969,-8.234,NA
"A018",203,29.15,8.04,75.42,16.669,-9.115,NA
"A018",204,28.63,6.77,75.39,17.023,-9.491,NA
"A018",205,28.19,7.81,73.47,17.359,-10.725,NA
"A018",206,27.85,7.13,73.2,17.413,-11.145,NA
"A018",207,28.5,7.92,73.29,17.097,-10.998,NA
"A018",208,28.56,7.91,73.58,17.016,-10.746,NA
"A018",209,29.63,8.38,74.3,17.848,-10.29,NA
"A018",210,29.92,7.69,75.42,17.601,-9.622,NA
"A018",211,29.75,8.25,74.66,17.284,-10.039,NA
"A018",212,29.29,7.9,74.67,16.871,-9.996,NA
"A018",213,29.66,7.94,75.24,16.849,-9.568,NA
"A018",214,29.29,6.99,76.41,16.087,-8.678,NA
"A018",215,28.4,6.61,75.96,16.962,-8.884,NA
"A018",216,27.93,6.81,75.2,17.019,-9.333,NA
"A018",217,27.19,6.59,75.71,16.295,-8.561,NA
"A018",218,27.45,6.55,76.64,16.29,-7.773,NA
"A018",219,27.09,7.36,76.03,15.387,-7.834,NA
"A018",220,27.04,8.11,75.9,15.984,-7.61,NA
"A018",221,26.47,8.08,74.77,16.423,-8.465,NA
"A018",222,25.83,7.32,74.97,16.291,-8.283,NA
"A018",223,25.75,5.6,75.64,16.21,-8.339,NA
"A018",224,24.14,5,76.02,16.008,-7.376,NA
"A018",225,23.42,6.11,74.72,15.724,-7.785,NA
"A019",1,69.23,31.47,95.75,12.046,-1.448,-1.448
"A019",2,69.66,31.21,95.7,11.674,-1.861,-1.861
"A019",3,70.53,31.85,96.21,11.965,-1.727,-1.727
"A019",4,70.63,31.87,94.95,11.748,-3.041,-3.041
"A019",5,71.39,31.89,94.99,13.288,-3.484,-3.484
"A019",6,71.6,32.81,95.69,12.538,-2.609,-2.609
"A019",7,70.96,32.91,94.99,12.956,-2.868,-2.868
"A019",8,70.72,31.94,94.62,11.917,-3.408,-3.408
"A019",9,70.59,31.78,95.67,12.217,-2.322,-2.322
"A019",10,71.61,31.54,95.92,12.053,-2.805,-2.805
"A019",11,70.71,30.92,96.62,12.496,-1.736,-1.736
"A019",12,71.89,30.86,98.08,11.67,-1.065,-1.065
"A019",13,72.31,31.25,98.24,11.523,-1.043,-1.043
"A019",14,71.57,31.91,97.6,11.556,-0.982,-0.982
"A019",15,72.25,30.72,97.52,11.545,-1.902,-1.902
"A019",16,72.49,31.36,97.36,12.932,-1.997,-1.997
"A019",17,71.69,31.31,97.7,11.964,-1.165,-1.165
"A019",18,71.7,32.09,97.95,12.059,-0.651,-0.651
"A019",19,71.31,31.6,97.47,11.938,-1.045,-1.045
"A019",20,70.23,30.62,97.89,10.741,-0.245,-0.245
"A019",21,70.77,30.93,97.54,11.339,-0.849,-0.849
"A019",22,71.35,31.03,97.44,12.118,-1.299,-1.299
"A019",23,70.56,30.4,96.04,11.308,-2.386,-2.386
"A019",24,69.74,31.75,95.06,12.031,-2.382,-2.382
"A019",25,69.79,31.84,95.21,12.256,-2.242,-2.242
"A019",26,68.92,32.09,95.19,11.873,-1.604,-1.604
"A019",27,70.55,31.64,95.8,12.145,-2.209,-2.209
"A019",28,70.24,31.71,95.41,12.215,-2.378,-2.378
"A019",29,70.73,32.38,95.55,12.582,-2.338,-2.338
"A019",30,71.71,31.32,96.17,12.279,-2.696,-2.696
"A019",31,70.77,31.65,94.62,13.294,-3.531,-3.531
"A019",32,71.32,30.87,94.39,13.346,-4.375,-4.375
"A019",33,71.2,29.84,94.19,13.557,-4.844,-4.844
"A019",34,70.83,29.04,94.65,13.543,-4.399,-4.399
"A019",35,71.1,29.92,93.59,14.391,-5.345,-5.345
"A019",36,71.74,30.24,93.96,14.869,-5.294,-5.294
"A019",37,72.68,29.81,94.25,14.61,-5.76,-5.76
"A019",38,73.25,30.89,93.51,14.429,-6.486,-6.486
"A019",39,73.85,29.98,93.71,14.588,-6.989,-6.989
"A019",40,73.45,30.77,92.52,15.475,-7.645,-7.645
"A019",41,72.82,31.04,92.58,14.874,-7.101,-7.101
"A019",42,72.02,29.88,92.88,15.409,-6.678,-6.678
"A019",43,71.59,29.73,92.68,15.488,-6.651,-6.651
"A019",44,72.15,29.75,94.56,13.603,-5.133,-5.133
"A019",45,72.29,30.12,94.26,13.849,-5.401,-5.401
"A019",46,71.81,29.61,94.43,14.029,-5.088,-5.088
"A019",47,71.65,29.61,94.99,13.246,-4.415,-4.415
"A019",48,71.06,29.79,94.1,14.043,-4.851,-4.851
"A019",49,71.73,29.28,95.25,13.209,-4.315,-4.315
"A019",50,71.77,28.28,96.26,12.861,-3.673,-3.673
"A019",51,71.74,28.56,96.25,12.482,-3.567,-3.567
"A019",52,71.96,28.63,97.12,12.833,-2.82,-2.82
"A019",53,72.03,28.48,97.78,12.674,-2.26,-2.26
"A019",54,71.84,28.97,98.27,12.032,-1.476,-1.476
"A019",55,71.69,29.7,98.13,11.555,-1.271,-1.271
"A019",56,71.53,28.95,97.65,11.711,-1.896,-1.896
"A019",57,71.03,29.45,97.55,11.551,-1.493,-1.493
"A019",58,70.32,29.39,96.13,12.208,-2.458,-2.458
"A019",59,69.41,29.34,95.58,12.388,-2.392,-2.392
"A019",60,69.27,30.12,95.63,12.276,-2.002,-2.002
"A019",61,69.54,30.36,95.73,11.861,-2.021,-2.021
"A019",62,69.68,31.06,95.41,11.563,-2.215,-2.215
"A019",63,70.21,29.57,97.21,11.901,-1.238,-1.238
"A019",64,70.87,28.99,97.98,12.18,-1.108,-1.108
"A019",65,70.71,28.92,98.31,11.095,-0.694,-0.694
"A019",66,70.61,29.36,98.32,11.368,-0.469,-0.469
"A019",67,70.16,28.14,98.29,11.143,-0.583,-0.583
"A019",68,71.33,27.65,99.74,11.414,-0.101,-0.101
"A019",69,72.35,26.99,100.85,10.428,0.086,0.086
"A019",70,73.54,27.32,102.08,10.983,0.641,0.641
"A019",71,73.39,26.61,102.3,10.688,0.705,0.705
"A019",72,73.1,27.26,101.58,10.828,0.402,0.402
"A019",73,72.57,27.75,99.62,12.261,-1.033,-1.033
"A019",74,73.41,26.68,100.78,11.857,-0.805,-0.805
"A019",75,73.76,26.09,101.61,11.519,-0.414,-0.414
"A019",76,73.8,27.21,100.38,11.166,-1.272,-1.272
"A019",77,73,27.21,100.11,11.556,-1.017,-1.017
"A019",78,72.71,27.31,99.1,11.728,-1.792,-1.792
"A019",79,73.38,26.64,100.04,12.187,-1.54,-1.54
"A019",80,73.54,26.6,99.17,12.193,-2.525,-2.525
"A019",81,73.82,26.61,99.92,12.599,-1.956,-1.956
"A019",82,74.12,26.35,100.26,12.484,-1.909,-1.909
"A019",83,75,26.36,100.53,12.137,-2.207,-2.207
"A019",84,74.72,26.97,99.73,12.246,-2.612,-2.612
"A019",85,74.2,26.7,99.03,13.048,-3.068,-3.068
"A019",86,75.33,26.42,100.73,11.254,-2.2,-2.2
"A019",87,75.85,26.82,101.09,12.419,-2.019,-2.019
"A019",88,76.06,27.16,100.02,13.172,-3.096,-3.096
"A019",89,75.73,26.58,99.75,12.741,-3.371,-3.371
"A019",90,75.02,25.89,99.06,13.582,-3.867,-3.867
"A019",91,75.75,26.29,99.24,13.126,-4.005,-4.005
"A019",92,75.84,25.63,99.61,12.964,-3.936,-3.936
"A019",93,76.02,25.03,101.61,12.304,-2.277,-2.277
"A019",94,76.02,25.9,99.43,12.9,-4.131,-4.131
"A019",95,75.45,25.84,99.64,13.318,-3.582,-3.582
"A019",96,75.44,25.88,99.43,13.737,-3.767,-3.767
"A019",97,75.91,25.98,99.82,12.214,-3.643,-3.643
"A019",98,76.24,25.67,99.45,13.312,-4.339,-4.339
"A019",99,75.53,25.17,98.23,13.86,-5.282,-5.282
"A019",100,74.87,25.23,97.63,13.507,-5.442,-5.442
"A019",101,75.13,24.63,97.11,15.177,-6.346,-6.346
"A019",102,75.06,24.47,97.08,14.301,-6.401,-6.401
"A019",103,75.7,22.97,98.27,15.103,-6.186,-6.186
"A019",104,74.89,23.36,97.69,14.512,-6.089,-6.089
"A019",105,75.54,24.05,98.41,14.92,-5.534,-5.534
"A019",106,74.79,24.38,97.39,14.424,-5.941,-5.941
"A019",107,74.97,24.94,96.91,14.156,-6.331,-6.331
"A019",108,75.55,24.28,98.19,14.334,-5.674,-5.674
"A019",109,75.59,24.49,97.77,14.189,-6.037,-6.037
"A019",110,75.31,24.16,97.67,14.433,-6.081,-6.081
"A019",111,76.32,23.98,98.75,13.827,-5.713,-5.713
"A019",112,76.03,23.85,97.6,14.913,-6.734,-6.734
"A019",113,76.55,23.92,97.68,15.659,-6.963,-6.963
"A019",114,77.35,24.35,97.76,15.596,-7.22,-7.22
"A019",115,77.94,24.43,98.43,15.093,-6.877,-6.877
"A019",116,78.7,24.34,98.76,14.884,-7.048,-7.048
"A019",117,80.01,23.87,99.46,15.871,-7.323,-7.323
"A019",118,79.97,24.14,100.83,14.047,-5.813,-5.813
"A019",119,79.44,24.38,101.13,13.229,-5.106,-5.106
"A019",120,79.24,23.31,101.92,14.236,-4.618,NA
"A019",121,79.31,22.52,102.94,13.502,-3.947,NA
"A019",122,79.79,22.34,102.6,13.228,-4.641,NA
"A019",123,79.8,22.05,101.92,14.119,-5.442,NA
"A019",124,79.15,21.25,101.96,14.723,-5.323,NA
"A019",125,79.21,21.93,102.63,13.455,-4.425,NA
"A019",126,79.47,22.17,101.89,14.543,-5.223,NA
"A019",127,79.19,21.92,100.68,14.099,-6.372,NA
"A019",128,79.45,22.6,101.19,14.714,-5.753,NA
"A019",129,80,22.71,101.97,13.317,-5.257,NA
"A019",130,80.37,23.37,101.79,14.495,-5.391,NA
"A019",131,80.38,23.86,101.64,13.903,-5.361,NA
"A019",132,81.52,23.95,101.91,14.248,-5.725,NA
"A019",133,82.42,23.89,101.75,15.129,-6.426,NA
"A019",134,82.25,23.06,102.76,13.87,-5.649,NA
"A019",135,82.05,22.92,101.86,15.079,-6.487,NA
"A019",136,82.31,23.8,100.9,15.047,-7.246,NA
"A019",137,82.21,22.41,101.82,14.711,-6.819,NA
"A019",138,82.01,22.75,101.25,15.328,-7.14,NA
"A019",139,81.52,22.17,101.23,14.892,-7.099,NA
"A019",140,81.7,23.43,101.51,14.411,-6.425,NA
"A019",141,81.08,22.46,101.45,14.555,-6.509,NA
