"animal_id","ref_layer","ref_temp"
"A010",14,7.717
"A010",14.5,8.204
"A010",15,7.876
"A010",15.5,7.814
"A010",16,7.048
"A010",16.5,7.864
"A010",17,7.466
"A010",17.5,7.257
"A010",18,7.07
"A010",18.5,7.483
"A010",19,7.377
"A010",19.5,7.477
"A010",20,7.112
"A011",-40,16.273
"A011",-39.5,16.433
"A011",-39,16.335
"A011",-38.5,16.641
"A011",-38,16.958
"A011",-37.5,16.628
"A011",-37,15.955
"A011",-36.5,16.389
"A011",-36,16.732
"A011",-35.5,16.835
"A011",-35,16.325
"A011",-34.5,16.762
"A011",-34,16.311
"A011",-33.5,16.73
"A011",-33,16.708
"A011",-32.5,16.592
"A011",-32,16.572
"A011",-31.5,16.56
"A011",-31,16.312
"A011",-30.5,16.91
"A011",-30,16.706
"A011",-29.5,16.475
"A011",-29,16.211
"A011",-28.5,16.522
"A011",-28,16.381
"A011",-27.5,16.737
"A011",-27,16.572
"A011",-26.5,16.247
"A011",-26,16.502
"A011",-25.5,16.249
"A011",-25,16.595
"A011",-24.5,16.228
"A011",-24,16.24
"A011",-23.5,16.771
"A011",-23,16.851
"A011",-22.5,16.88
"A011",-22,16.379
"A011",-21.5,16.275
"A011",-21,17.213
"A011",-20.5,16.712
"A011",-20,16.559
"A011",-19.5,16.444
"A011",-19,16.855
"A011",-18.5,16.257
"A011",-18,16.758
"A011",-17.5,17.049
"A011",-17,16.975
"A011",-16.5,17.084
"A011",-16,16.77
"A011",-15.5,16.819
"A011",-15,16.885
"A011",-14.5,16.832
"A011",-14,16.947
"A011",-13.5,17.034
"A011",-13,16.847
"A011",-12.5,16.734
"A011",-12,16.544
"A011",-11.5,15.852
"A011",-11,16.231
"A011",-10.5,15.958
"A011",-10,15.984
"A011",-9.5,16.403
"A011",-9,15.928
"A011",-8.5,15.566
"A011",-8,14.699
"A011",-7.5,14.686
"A011",-7,14.742
"A011",-6.5,14.297
"A011",-6,14.247
"A011",-5.5,14.008
"A011",-5,13.204
"A011",-4.5,13.542
"A011",-4,12.851
"A011",-3.5,12.541
"A011",-3,11.885
"A011",-2.5,11.536
"A011",-2,12.179
"A011",-1.5,11.302
"A011",-1,11.397
"A011",-0.5,10.994
"A011",0,10.577
"A011",0.5,10.247
"A011",1,10.226
"A011",1.5,9.743
"A011",2,9.748
"A011",2.5,9.348
"A011",3,9.309
"A011",3.5,9.077
"A011",4,8.509
"A011",4.5,8.676
"A011",5,8.342
"A011",5.5,8.428
"A011",6,7.754
"A011",6.5,7.579
"A011",7,7.502
"A011",7.5,7.31
"A011",8,6.977
"A011",8.5,7.44
"A011",9,6.905
"A011",9.5,6.614
"A011",10,6.782
"A011",10.5,6.271
"A011",11,6.255
"A011",11.5,6.291
"A011",12,6.357
"A011",12.5,5.831
"A011",13,6.124
"A011",13.5,5.424
"A011",14,5.652
"A011",14.5,5.667
"A011",15,5.127
"A011",15.5,5.144
"A011",16,5.185
"A011",16.5,5.155
"A011",17,4.916
"A011",17.5,5.038
"A011",18,5.192
"A011",18.5,4.685
"A011",19,5.554
"A011",19.5,5.499
"A011",20,5.003
"A012",-40,20.161
"A012",-39.5,20.078
"A012",-39,19.952
"A012",-38.5,19.974
"A012",-38,20.272
"A012",-37.5,19.916
"A012",-37,19.775
"A012",-36.5,20.16
"A012",-36,20.088
"A012",-35.5,19.755
"A012",-35,19.698
"A012",-34.5,19.798
"A012",-34,20.099
"A012",-33.5,19.836
"A012",-33,19.955
"A012",-32.5,19.962
"A012",-32,20.215
"A012",-31.5,20.136
"A012",-31,19.901
"A012",-30.5,20.257
"A012",-30,20.473
"A012",-29.5,19.683
"A012",-29,20.029
"A012",-28.5,19.775
"A012",-28,20.029
"A012",-27.5,19.764
"A012",-27,19.884
"A012",-26.5,20.047
"A012",-26,20.321
"A012",-25.5,20.111
"A012",-25,20.16
"A012",-24.5,19.697
"A012",-24,20.075
"A012",-23.5,20.319
"A012",-23,20.102
"A012",-22.5,20.085
"A012",-22,19.996
"A012",-21.5,20.188
"A012",-21,19.981
"A012",-20.5,20.371
"A012",-20,20.091
"A012",-19.5,19.832
"A012",-19,20.356
"A012",-18.5,19.951
"A012",-18,20.383
"A012",-17.5,20.683
"A012",-17,20.467
"A012",-16.5,20.421
"A012",-16,20.681
"A012",-15.5,20.213
"A012",-15,20.664
"A012",-14.5,20.681
"A012",-14,20.798
"A012",-13.5,20.366
"A012",-13,20.514
"A012",-12.5,20.776
"A012",-12,20.163
"A012",-11.5,19.965
"A012",-11,20.079
"A012",-10.5,20.051
"A012",-10,20.034
"A012",-9.5,19.199
"A012",-9,19.02
"A012",-8.5,19.401
"A012",-8,18.828
"A012",-7.5,18.313
"A012",-7,18.759
"A012",-6.5,17.916
"A012",-6,17.669
"A012",-5.5,17.727
"A012",-5,16.708
"A012",-4.5,16.573
"A012",-4,16.498
"A012",-3.5,16.311
"A012",-3,15.972
"A012",-2.5,15.493
"A012",-2,15.513
"A012",-1.5,15.083
"A012",-1,14.622
"A012",-0.5,14.658
"A012",0,14.591
"A012",0.5,13.822
"A012",1,13.529
"A012",1.5,13.25
"A012",2,13.267
"A012",2.5,12.936
"A012",3,12.821
"A012",3.5,12.553
"A012",4,12.324
"A012",4.5,11.835
"A012",5,12.342
"A012",5.5,11.675
"A012",6,10.865
"A012",6.5,11.372
"A012",7,10.609
"A012",7.5,11.157
"A012",8,10.325
"A012",8.5,10.131
"A012",9,10.78
"A012",9.5,10.055
"A012",10,10.145
"A012",10.5,9.922
"A012",11,10.237
"A012",11.5,10.022
"A012",12,9.636
"A012",12.5,9.393
"A012",13,9.646
"A012",13.5,9.287
"A012",14,9.563
"A012",14.5,9.07
"A012",15,9.318
"A012",15.5,8.544
"A012",16,8.53
"A012",16.5,9.202
"A012",17,8.772
"A012",17.5,8.741
"A012",18,8.836
"A012",18.5,8.52
"A012",19,8.422
"A012",19.5,8.153
"A012",20,8.456
"A013",-40,17.866
"A013",-39.5,17.517
"A013",-39,17.761
"A013",-38.5,18.028
"A013",-38,17.846
"A013",-37.5,17.23
"A013",-37,17.649
"A013",-36.5,17.312
"A013",-36,17.806
"A013",-35.5,17.508
"A013",-35,17.475
"A013",-34.5,17.476
"A013",-34,17.426
"A013",-33.5,17.67
"A013",-33,17.788
"A013",-32.5,17.992
"A013",-32,17.569
"A013",-31.5,17.71
"A013",-31,17.509
"A013",-30.5,17.779
"A013",-30,17.342
"A013",-29.5,17.587
"A013",-29,17.73
"A013",-28.5,18.215
"A013",-28,17.781
"A013",-27.5,17.643
"A013",-27,17.106
"A013",-26.5,17.432
"A013",-26,17.723
"A013",-25.5,17.401
"A013",-25,17.373
"A013",-24.5,17.644
"A013",-24,17.405
"A013",-23.5,17.054
"A013",-23,17.807
"A013",-22.5,17.648
"A013",-22,17.051
"A013",-21.5,17.835
"A013",-21,17.603
"A013",-20.5,17.514
"A013",-20,17.054
"A013",-19.5,17.574
"A013",-19,17.395
"A013",-18.5,17.531
"A013",-18,17.61
"A013",-17.5,17.676
"A013",-17,18.374
"A013",-16.5,18.407
"A013",-16,17.754
"A013",-15.5,18.244
"A013",-15,18.108
"A013",-14.5,18.205
"A013",-14,18.3
"A013",-13.5,18.065
"A013",-13,18.062
"A013",-12.5,17.716
"A013",-12,17.933
"A013",-11.5,17.247
"A013",-11,17.28
"A013",-10.5,17.207
"A013",-10,16.52
"A013",-9.5,17.023
"A013",-9,16.729
"A013",-8.5,16.315
"A013",-8,16.112
"A013",-7.5,15.947
"A013",-7,15.237
"A013",-6.5,15.234
"A013",-6,15.165
"A013",-5.5,14.84
"A013",-5,14.028
"A013",-4.5,14.341
"A013",-4,13.825
"A013",-3.5,13.809
"A013",-3,13.747
"A013",-2.5,13.287
"A013",-2,12.893
"A013",-1.5,12.64
"A013",-1,11.842
"A013",-0.5,11.367
"A013",0,12.02
"A013",0.5,11.334
"A013",1,11.167
"A013",1.5,10.171
"A013",2,10.378
"A013",2.5,10.158
"A013",3,10.363
"A013",3.5,9.358
"A013",4,9.672
"A013",4.5,9.269
"A013",5,8.928
"A013",5.5,9.06
"A013",6,8.592
"A013",6.5,8.509
"A013",7,8.385
"A013",7.5,8.288
"A013",8,7.821
"A013",8.5,8.038
"A013",9,7.896
"A013",9.5,7.877
"A013",10,7.2
"A013",10.5,7.527
"A013",11,7.191
"A013",11.5,7.34
"A013",12,7.18
"A013",12.5,6.926
"A013",13,6.565
"A013",13.5,7.012
"A013",14,6.184
"A013",14.5,6.544
"A013",15,6.606
"A013",15.5,6.169
"A013",16,6.253
"A013",16.5,6.422
"A013",17,5.84
"A013",17.5,6.22
"A013",18,6.353
"A013",18.5,6.044
"A013",19,6.028
"A013",19.5,6.231
"A013",20,5.959
"A014",-40,18.223
"A014",-39.5,18.535
"A014",-39,18.989
"A014",-38.5,18.524
"A014",-38,18.772
"A014",-37.5,18.489
"A014",-37,18.254
"A014",-36.5,18.552
"A014",-36,18.628
"A014",-35.5,18.2
"A014",-35,18.611
"A014",-34.5,18.649
"A014",-34,18.51
"A014",-33.5,18.355
"A014",-33,18.55
"A014",-32.5,18.523
"A014",-32,18.363
"A014",-31.5,18.788
"A014",-31,18.123
"A014",-30.5,18.032
"A014",-30,18.239
"A014",-29.5,18.398
"A014",-29,18.337
"A014",-28.5,18.488
"A014",-28,18.305
"A014",-27.5,18.594
"A014",-27,18.787
"A014",-26.5,18.672
"A014",-26,18.237
"A014",-25.5,18.035
"A014",-25,18.309
"A014",-24.5,18.086
"A014",-24,18.191
"A014",-23.5,18.252
"A014",-23,18.026
"A014",-22.5,18.341
"A014",-22,18.234
"A014",-21.5,18.806
"A014",-21,18.434
"A014",-20.5,18.594
"A014",-20,18.541
"A014",-19.5,18.204
"A014",-19,18.597
"A014",-18.5,19.14
"A014",-18,18.927
"A014",-17.5,18.935
"A014",-17,19.049
"A014",-16.5,18.634
"A014",-16,19.281
"A014",-15.5,18.779
"A014",-15,19.371
"A014",-14.5,19.13
"A014",-14,18.955
"A014",-13.5,18.609
"A014",-13,18.892
"A014",-12.5,18.987
"A014",-12,18.439
"A014",-11.5,18.268
"A014",-11,18.481
"A014",-10.5,18.173
"A014",-10,17.832
"A014",-9.5,18.006
"A014",-9,17.658
"A014",-8.5,17.278
"A014",-8,17.205
"A014",-7.5,16.874
"A014",-7,17.016
"A014",-6.5,16.84
"A014",-6,16.087
"A014",-5.5,15.529
"A014",-5,15.441
"A014",-4.5,15.211
"A014",-4,14.413
"A014",-3.5,14.502
"A014",-3,14.469
"A014",-2.5,14.078
"A014",-2,13.805
"A014",-1.5,13.114
"A014",-1,13.156
"A014",-0.5,13.208
"A014",0,12.577
"A014",0.5,12.171
"A014",1,12.281
"A014",1.5,11.978
"A014",2,11.828
"A014",2.5,11.14
"A014",3,10.937
"A014",3.5,11.179
"A014",4,10.338
"A014",4.5,10.427
"A014",5,10.416
"A014",5.5,10.02
"A014",6,9.598
"A014",6.5,9.655
"A014",7,9.606
"A014",7.5,9.227
"A014",8,8.984
"A014",8.5,8.403
"A014",9,8.98
"A014",9.5,8.342
"A014",10,8.455
"A014",10.5,8.253
"A014",11,8.332
"A014",11.5,7.842
"A014",12,7.96
"A014",12.5,7.847
"A014",13,7.969
"A014",13.5,7.964
"A014",14,7.737
"A014",14.5,7.099
"A014",15,7.195
"A014",15.5,7.236
"A014",16,7.691
"A014",16.5,7.372
"A014",17,7.123
"A014",17.5,6.941
"A014",18,7.146
"A014",18.5,7.248
"A014",19,7.033
"A014",19.5,7.143
"A014",20,6.566
"A015",-40,15.237
"A015",-39.5,15.34
"A015",-39,15.968
"A015",-38.5,15.316
"A015",-38,14.873
"A015",-37.5,15.626
"A015",-37,15.468
"A015",-36.5,15.301
"A015",-36,15.079
"A015",-35.5,15.554
"A015",-35,15.506
"A015",-34.5,15.268
"A015",-34,15.559
"A015",-33.5,15.083
"A015",-33,15.382
"A015",-32.5,15.571
"A015",-32,15.157
"A015",-31.5,14.911
"A015",-31,15.759
"A015",-30.5,15.552
"A015",-30,15.893
"A015",-29.5,15.641
"A015",-29,15.26
"A015",-28.5,15.568
"A015",-28,15.584
"A015",-27.5,15.744
"A015",-27,15.466
"A015",-26.5,15.238
"A015",-26,15.377
"A015",-25.5,15.238
"A015",-25,15.442
"A015",-24.5,15.287
"A015",-24,14.977
"A015",-23.5,15.114
"A015",-23,15.714
"A015",-22.5,15.406
"A015",-22,15.252
"A015",-21.5,15.829
"A015",-21,15.394
"A015",-20.5,15.548
"A015",-20,15.462
"A015",-19.5,15.67
"A015",-19,15.145
"A015",-18.5,15.952
"A015",-18,15.578
"A015",-17.5,15.647
"A015",-17,15.682
"A015",-16.5,16.144
"A015",-16,15.989
"A015",-15.5,15.929
"A015",-15,15.862
"A015",-14.5,15.658
"A015",-14,15.869
"A015",-13.5,15.762
"A015",-13,16.233
"A015",-12.5,15.439
"A015",-12,15.615
"A015",-11.5,15.272
"A015",-11,15.004
"A015",-10.5,15.238
"A015",-10,14.674
"A015",-9.5,14.834
"A015",-9,14.356
"A015",-8.5,14.047
"A015",-8,13.784
"A015",-7.5,14.092
"A015",-7,13.876
"A015",-6.5,13.059
"A015",-6,12.933
"A015",-5.5,12.625
"A015",-5,12.174
"A015",-4.5,12.427
"A015",-4,11.413
"A015",-3.5,11.761
"A015",-3,11.404
"A015",-2.5,10.676
"A015",-2,10.18
"A015",-1.5,10.205
"A015",-1,10.111
"A015",-0.5,9.663
"A015",0,9.862
"A015",0.5,9.163
"A015",1,9.227
"A015",1.5,8.968
"A015",2,8.177
"A015",2.5,8.251
"A015",3,7.879
"A015",3.5,7.989
"A015",4,7.351
"A015",4.5,7.068
"A015",5,7.227
"A015",5.5,6.877
"A015",6,7.049
"A015",6.5,6.615
"A015",7,6.449
"A015",7.5,6.318
"A015",8,6.277
"A015",8.5,5.627
"A015",9,6.144
"A015",9.5,5.168
"A015",10,5.579
"A015",10.5,5.17
"A015",11,4.572
"A015",11.5,5.525
"A015",12,5.028
"A015",12.5,4.502
"A015",13,4.935
"A015",13.5,4.813
"A015",14,4.878
"A015",14.5,4.585
"A015",15,4.359
"A015",15.5,4.325
"A015",16,3.991
"A015",16.5,3.709
"A015",17,4.744
"A015",17.5,4.045
"A015",18,4.023
"A015",18.5,4.026
"A015",19,3.683
"A015",19.5,3.853
"A015",20,4.028
"A016",-40,18.967
"A016",-39.5,18.259
"A016",-39,18.683
"A016",-38.5,19.083
"A016",-38,19.107
"A016",-37.5,18.558
"A016",-37,18.82
"A016",-36.5,19.269
"A016",-36,18.742
"A016",-35.5,19.143
"A016",-35,19.663
"A016",-34.5,19.318
"A016",-34,19.082
"A016",-33.5,18.564
"A016",-33,18.756
"A016",-32.5,19.117
"A016",-32,19.06
"A016",-31.5,18.88
"A016",-31,18.725
"A016",-30.5,18.638
"A016",-30,18.686
"A016",-29.5,18.887
"A016",-29,19.089
"A016",-28.5,19.101
"A016",-28,18.606
"A016",-27.5,18.78
"A016",-27,19.168
"A016",-26.5,19.174
"A016",-26,19.004
"A016",-25.5,18.665
"A016",-25,18.836
"A016",-24.5,19.209
"A016",-24,18.966
"A016",-23.5,19.283
"A016",-23,19.043
"A016",-22.5,18.633
"A016",-22,18.932
"A016",-21.5,19.007
"A016",-21,19.024
"A016",-20.5,19.015
"A016",-20,19.039
"A016",-19.5,19.172
"A016",-19,19.002
"A016",-18.5,18.967
"A016",-18,19.331
"A016",-17.5,19.06
"A016",-17,19.021
"A016",-16.5,19.421
"A016",-16,19.423
"A016",-15.5,19.507
"A016",-15,19.317
"A016",-14.5,19.459
"A016",-14,19.557
"A016",-13.5,19.262
"A016",-13,18.809
"A016",-12.5,19.33
"A016",-12,18.917
"A016",-11.5,18.908
"A016",-11,18.152
"A016",-10.5,19.014
"A016",-10,18.634
"A016",-9.5,18.257
"A016",-9,17.722
"A016",-8.5,17.925
"A016",-8,17.366
"A016",-7.5,17.272
"A016",-7,16.986
"A016",-6.5,16.783
"A016",-6,16.551
"A016",-5.5,16.178
"A016",-5,15.984
"A016",-4.5,16.058
"A016",-4,15.323
"A016",-3.5,15.404
"A016",-3,14.997
"A016",-2.5,14.337
"A016",-2,13.691
"A016",-1.5,13.815
"A016",-1,13.656
"A016",-0.5,13.199
"A016",0,13.416
"A016",0.5,12.808
"A016",1,12.207
"A016",1.5,12.192
"A016",2,11.961
"A016",2.5,12.023
"A016",3,11.845
"A016",3.5,11.193
"A016",4,10.927
"A016",4.5,10.911
"A016",5,10.686
"A016",5.5,10.319
"A016",6,10.117
"A016",6.5,10.133
"A016",7,9.881
"A016",7.5,9.313
"A016",8,9.898
"A016",8.5,9.456
"A016",9,8.924
"A016",9.5,9.02
"A016",10,8.909
"A016",10.5,9.29
"A016",11,8.335
"A016",11.5,8.656
"A016",12,8.644
"A016",12.5,8.28
"A016",13,8.173
"A016",13.5,8.514
"A016",14,8.364
"A016",14.5,7.76
"A016",15,7.94
"A016",15.5,8.379
"A016",16,7.525
"A016",16.5,7.806
"A016",17,8.066
"A016",17.5,7.389
"A016",18,7.476
"A016",18.5,7.427
"A016",19,7.239
"A016",19.5,7.207
"A016",20,7.098
"A017",-40,16.838
"A017",-39.5,17.025
"A017",-39,17.064
"A017",-38.5,17.691
"A017",-38,16.904
"A017",-37.5,16.798
"A017",-37,16.77
"A017",-36.5,16.471
"A017",-36,17.147
"A017",-35.5,16.783
"A017",-35,16.907
"A017",-34.5,16.789
"A017",-34,16.74
"A017",-33.5,17.335
"A017",-33,17.181
"A017",-32.5,16.796
"A017",-32,16.796
"A017",-31.5,16.773
"A017",-31,16.942
"A017",-30.5,17.815
"A017",-30,16.666
"A017",-29.5,16.712
"A017",-29,17.204
"A017",-28.5,17.007
"A017",-28,16.929
"A017",-27.5,16.819
"A017",-27,16.936
"A017",-26.5,16.605
"A017",-26,16.271
"A017",-25.5,16.875
"A017",-25,17.069
"A017",-24.5,17.161
"A017",-24,16.993
"A017",-23.5,16.785
"A017",-23,17.203
"A017",-22.5,16.742
"A017",-22,16.987
"A017",-21.5,16.785
"A017",-21,17.047
"A017",-20.5,17.035
"A017",-20,16.96
"A017",-19.5,16.9
"A017",-19,17.041
"A017",-18.5,17.604
"A017",-18,16.842
"A017",-17.5,17.235
"A017",-17,17.694
"A017",-16.5,17.296
"A017",-16,17.591
"A017",-15.5,17.677
"A017",-15,17.815
"A017",-14.5,17.782
"A017",-14,17.253
"A017",-13.5,17.055
"A017",-13,17.318
"A017",-12.5,16.769
"A017",-12,16.655
"A017",-11.5,17.424
"A017",-11,16.588
"A017",-10.5,16.883
"A017",-10,16.2
"A017",-9.5,16.519
"A017",-9,16.349
"A017",-8.5,15.607
"A017",-8,15.842
"A017",-7.5,15.696
"A017",-7,15
"A017",-6.5,15.242
"A017",-6,14.654
"A017",-5.5,14.057
"A017",-5,14.045
"A017",-4.5,13.612
"A017",-4,13.749
"A017",-3.5,12.741
"A017",-3,12.567
"A017",-2.5,12.543
"A017",-2,12.245
"A017",-1.5,11.632
"A017",-1,11.572
"A017",-0.5,11.415
"A017",0,11.245
"A017",0.5,10.999
"A017",1,10.419
"A017",1.5,10.225
"A017",2,9.679
"A017",2.5,10.147
"A017",3,9.103
"A017",3.5,8.981
"A017",4,8.967
"A017",4.5,8.954
"A017",5,8.106
"A017",5.5,8.646
"A017",6,8.15
"A017",6.5,7.957
"A017",7,8.085
"A017",7.5,7.91
"A017",8,7.358
"A017",8.5,7.398
"A017",9,7.37
"A017",9.5,6.359
"A017",10,7.132
"A017",10.5,6.556
"A017",11,6.448
"A017",11.5,6.419
"A017",12,6.627
"A017",12.5,6.008
"A017",13,6.052
"A017",13.5,6.214
"A017",14,6.412
"A017",14.5,6.083
"A017",15,5.866
"A017",15.5,5.178
"A017",16,5.792
"A017",16.5,5.793
"A017",17,4.933
"A017",17.5,5.719
"A017",18,5.141
"A017",18.5,5.787
"A017",19,5.164
"A017",19.5,5.423
"A017",20,5.231
"A018",-40,17.892
"A018",-39.5,17.957
"A018",-39,17.568
"A018",-38.5,17.461
"A018",-38,17.955
"A018",-37.5,17.144
"A018",-37,17.463
"A018",-36.5,17.618
"A018",-36,17.846
"A018",-35.5,17.532
"A018",-35,17.831
"A018",-34.5,17.598
"A018",-34,17.539
"A018",-33.5,17.496
"A018",-33,18.062
"A018",-32.5,17.958
"A018",-32,17.603
"A018",-31.5,17.73
"A018",-31,17.902
"A018",-30.5,17.444
"A018",-30,17.395
"A018",-29.5,17.623
"A018",-29,17.928
"A018",-28.5,17.675
"A018",-28,17.757
"A018",-27.5,17.824
"A018",-27,17.123
"A018",-26.5,17.363
"A018",-26,17.44
"A018",-25.5,17.53
"A018",-25,17.448
"A018",-24.5,17.396
"A018",-24,17.52
"A018",-23.5,17.519
"A018",-23,17.484
"A018",-22.5,17.741
"A018",-22,17.608
"A018",-21.5,17.554
"A018",-21,17.537
"A018",-20.5,17.652
"A018",-20,17.852
"A018",-19.5,18.074
"A018",-19,17.94
"A018",-18.5,17.846
"A018",-18,18.199
"A018",-17.5,17.554
"A018",-17,17.827
"A018",-16.5,18.259
"A018",-16,17.592
"A018",-15.5,18.26
"A018",-15,17.828
"A018",-14.5,18.045
"A018",-14,17.827
"A018",-13.5,17.794
"A018",-13,17.861
"A018",-12.5,17.585
"A018",-12,17.728
"A018",-11.5,17.873
"A018",-11,17.237
"A018",-10.5,17.113
"A018",-10,16.975
"A018",-9.5,17
"A018",-9,16.813
"A018",-8.5,16.507
"A018",-8,16.22
"A018",-7.5,15.7
"A018",-7,15.854
"A018",-6.5,15.759
"A018",-6,14.767
"A018",-5.5,14.699
"A018",-5,14.234
"A018",-4.5,14.511
"A018",-4,14.248
"A018",-3.5,13.48
"A018",-3,13.484
"A018",-2.5,13.09
"A018",-2,12.589
"A018",-1.5,12.802
"A018",-1,12.038
"A018",-0.5,11.427
"A018",0,11.621
"A018",0.5,10.877
"A018",1,11.151
"A018",1.5,11.106
"A018",2,10.743
"A018",2.5,10.146
"A018",3,10.215
"A018",3.5,9.821
"A018",4,10.085
"A018",4.5,9.757
"A018",5,9.254
"A018",5.5,9.401
"A018",6,9.298
"A018",6.5,8.6
"A018",7,8.588
"A018",7.5,8.377
"A018",8,8.552
"A018",8.5,8.254
"A018",9,7.778
"A018",9.5,7.727
"A018",10,7.725
"A018",10.5,7.335
"A018",11,7.19
"A018",11.5,6.989
"A018",12,6.878
"A018",12.5,7.624
"A018",13,6.681
"A018",13.5,7.158
"A018",14,6.551
"A018",14.5,6.601
"A018",15,6.183
"A018",15.5,6.258
"A018",16,7.019
"A018",16.5,6.419
"A018",17,6.184
"A018",17.5,6.094
"A018",18,6.058
"A018",18.5,6.441
"A018",19,6.144
"A018",19.5,6.649
"A018",20,5.779
"A019",-40,17.163
"A019",-39.5,16.722
"A019",-39,16.305
"A019",-38.5,16.936
"A019",-38,16.988
"A019",-37.5,17.309
"A019",-37,16.6
"A019",-36.5,17.178
"A019",-36,16.941
"A019",-35.5,16.6
"A019",-35,16.801
"A019",-34.5,16.608
"A019",-34,16.848
"A019",-33.5,16.948
"A019",-33,17.386
"A019",-32.5,16.952
"A019",-32,16.832
"A019",-31.5,17.273
"A019",-31,16.393
"A019",-30.5,16.848
"A019",-30,17.181
"A019",-29.5,16.915
"A019",-29,16.638
"A019",-28.5,16.387
"A019",-28,17.029
"A019",-27.5,17.02
"A019",-27,16.827
"A019",-26.5,16.639
"A019",-26,16.755
"A019",-25.5,16.931
"A019",-25,17.049
"A019",-24.5,16.822
"A019",-24,16.59
"A019",-23.5,16.938
"A019",-23,16.536
"A019",-22.5,16.955
"A019",-22,16.962
"A019",-21.5,17.053
"A019",-21,16.661
"A019",-20.5,17.158
"A019",-20,17.104
"A019",-19.5,16.72
"A019",-19,17.177
"A019",-18.5,16.913
"A019",-18,17.227
"A019",-17.5,16.833
"A019",-17,16.637
"A019",-16.5,17.298
"A019",-16,17.477
"A019",-15.5,17.38
"A019",-15,17.289
"A019",-14.5,17.159
"A019",-14,17.302
"A019",-13.5,17.221
"A019",-13,17.382
"A019",-12.5,17.384
"A019",-12,17.471
"A019",-11.5,17.075
"A019",-11,16.748
"A019",-10.5,16.75
"A019",-10,16.673
"A019",-9.5,15.931
"A019",-9,16.33
"A019",-8.5,15.916
"A019",-8,15.466
"A019",-7.5,15.508
"A019",-7,15.223
"A019",-6.5,14.656
"A019",-6,14.631
"A019",-5.5,14.257
"A019",-5,13.867
"A019",-4.5,13.686
"A019",-4,13.432
"A019",-3.5,12.837
"A019",-3,13.005
"A019",-2.5,12.213
"A019",-2,12.137
"A019",-1.5,11.787
"A019",-1,11.675
"A019",-0.5,11.231
"A019",0,11.339
"A019",0.5,10.696
"A019",1,10.223
"A019",1.5,10.525
"A019",2,9.785
"A019",2.5,9.366
"A019",3,9.54
"A019",3.5,9.122
"A019",4,8.878
"A019",4.5,8.647
"A019",5,8.792
"A019",5.5,8.143
"A019",6,8.069
"A019",6.5,7.883
"A019",7,8.057
"A019",7.5,7.555
"A019",8,7.185
"A019",8.5,6.855
"A019",9,6.695
"A019",9.5,6.977
"A019",10,6.756
"A019",10.5,6.673
"A019",11,6.449
"A019",11.5,6.694
"A019",12,6.591
"A019",12.5,6.896
"A019",13,6.025
"A019",13.5,6.006
"A019",14,6.156
"A019",14.5,6.286
"A019",15,6.14
"A019",15.5,5.557
"A019",16,5.721
"A019",16.5,5.771
"A019",17,5.578
"A019",17.5,5.42
"A019",18,5.184
"A019",18.5,5.742
"A019",19,5.298
"A019",19.5,5.484
"A019",20,4.918
"A020",-40,16.087
"A020",-39.5,16.483
"A020",-39,16.428
"A020",-38.5,16.761
"A020",-38,16.408
"A020",-37.5,16.105
"A020",-37,16.387
"A020",-36.5,16.494
"A020",-36,16.158
"A020",-35.5,16.183
"A020",-35,16.561
"A020",-34.5,16.291
"A020",-34,16.452
"A020",-33.5,16.348
"A020",-33,15.997
"A020",-32.5,16.238
"A020",-32,16.21
"A020",-31.5,16.31
"A020",-31,16.378
"A020",-30.5,16.588
"A020",-30,16.518
"A020",-29.5,16.751
"A020",-29,16.651
"A020",-28.5,16.47
"A020",-28,16.167
"A020",-27.5,16.108
"A020",-27,15.903
"A020",-26.5,16.348
"A020",-26,16.483
"A020",-25.5,15.969
"A020",-25,16.085
"A020",-24.5,16.31
"A020",-24,16.507
"A020",-23.5,16.098
"A020",-23,16.442
"A020",-22.5,16.459
"A020",-22,16.508
"A020",-21.5,16.574
"A020",-21,16.382
"A020",-20.5,16.737
"A020",-20,16.331
"A020",-19.5,16.217
"A020",-19,16.117
"A020",-18.5,16.765
"A020",-18,16.435
"A020",-17.5,16.172
"A020",-17,16.306
"A020",-16.5,16.505
"A020",-16,16.772
"A020",-15.5,16.89
"A020",-15,16.565
"A020",-14.5,16.806
"A020",-14,17.06
"A020",-13.5,16.55
"A020",-13,16.378
"A020",-12.5,16.855
"A020",-12,16.568
"A020",-11.5,16.556
"A020",-11,16.739
"A020",-10.5,16.191
"A020",-10,16.203
"A020",-9.5,15.94
"A020",-9,15.747
"A020",-8.5,15.22
"A020",-8,15.194
"A020",-7.5,15.098
"A020",-7,14.277
"A020",-6.5,13.73
"A020",-6,14.238
"A020",-5.5,13.651
"A020",-5,13.362
"A020",-4.5,13.151
"A020",-4,12.858
"A020",-3.5,12.595
"A020",-3,12.187
"A020",-2.5,11.595
"A020",-2,11.802
"A020",-1.5,11.491
"A020",-1,10.881
"A020",-0.5,10.876
"A020",0,10.44
"A020",0.5,10.165
"A020",1,10.099
"A020",1.5,10.126
"A020",2,9.866
"A020",2.5,9
"A020",3,9.113
"A020",3.5,8.393
"A020",4,8.772
"A020",4.5,8.291
"A020",5,8.189
"A020",5.5,7.864
"A020",6,7.819
"A020",6.5,7.407
"A020",7,6.802
"A020",7.5,6.74
"A020",8,7.083
